;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; AP-BLA ;Airbus A320-214; CY174 ; 22 May 2015 ;Retro (1960s) cs ; 15.1 Years ;;
; AP-BLB ;Airbus A320-214; CY174 ; 26 Jul 2014 ;lsd ; 17.8 Years ;;
; AP-BLC ;Airbus A320-214; CY174 ; 28 Jun 2014 ; Parked KHI, lsd ; 17.9 Years ;;
; AP-BLS ;Airbus A320-214; CY174 ; 5 Jun 2015 ;lsd ; 15 Years ;;
; AP-BLT ;Airbus A320-214; CY174 ; 18 Jun 2015 ; Parked KHI, lsd, Retro (1960s) cs ; 14.9 Years ;;
; AP-BLU ;Airbus A320-214; CY174 ; 16 Jun 2015 ;lsd ; 16 Years ;;
; AP-BLV ;Airbus A320-214; CY174 ; 5 May 2015 ;lsd ; 15.9 Years ;;
; AP-BLW ;Airbus A320-214; CY174 ; 20 May 2015 ;lsd ; 15.8 Years ;;
; AP-BMX ;Airbus A320-214;; 20 Nov 2019 ;lsd ; 11.6 Years ;;
; AP-BOK ;Airbus A320-214(WL);; 8 Oct 2021 ;lsd ; 4.6 Years ;;
; AP-BOL ;Airbus A320-214(WL);; 11 Nov 2021 ;lsd ; 4.6 Years ;;
; AP-BHH ;ATR 42-500; Y48 ; 1 Jun 2006 ;; 15.8 Years ;;
; AP-BHI ;ATR 42-500; Y48 ; 25 Nov 2006 ;; 15.3 Years ;;
; AP-BHM ;ATR 42-500; Y48 ; 5 Mar 2007 ;; 15 Years ;;
; AP-BKX ;ATR 72-500 (72-212A); Y70 ; 12 Jun 2015 ;lsd ; 9.6 Years ;;
; AP-BGJ ;Boeing 777-240ER; C35W54Y240 ; 29 Jan 2004 ;; 18.1 Years ;;
; AP-BGK ;Boeing 777-240ER; C35W54Y240 ; 13 Feb 2004 ;; 18.1 Years ;;
; AP-BGL ;Boeing 777-240ER; C35W54Y240 ; 22 Mar 2004 ; Parked KHI ; 18 Years ;;
; AP-BGY ;Boeing 777-240LR; C35YW60Y215 ; 24 Feb 2006 ;; 17 Years ;;
; AP-BGZ ;Boeing 777-240LR; C35YW60Y215 ; 22 Mar 2006 ;; 16.8 Years ;;
; AP-BHX ;Boeing 777-240ER; C35W54Y240 ; 8 Mar 2007 ;lsd ; 15 Years ;;
; AP-BMG ;Boeing 777-2Q8ER; C25W54Y240 ; 30 Oct 2015 ;lsd, 1960s Retro cs ; 16.8 Years ;;
; AP-BMH ;Boeing 777-2Q8ER; C25W54Y240 ; 2 Dec 2015 ;lsd ; 16.2 Years ;;
; AP-BHV ;Boeing 777-340ER; C35W54Y304 ; 21 Dec 2006 ;; 15.2 Years ;;
; AP-BHW ;Boeing 777-340ER; C35W54Y304 ; 7 Feb 2007 ; Parked KHI ; 15.1 Years ;;
; AP-BID ;Boeing 777-340ER; C35W54Y304 ; 27 Mar 2008 ; Parked KHI ; 13.9 Years ;;
; AP-BMS ;Boeing 777-3Q8ER; C18W40Y384 ; 26 Jul 2017 ;lsd ; 12.9 Years ;;
