;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; 9A-CTG ;Airbus A319-112; CY144 ; 20 Jan 1998 ;; Zadar ; 24.1 Years ;;
; 9A-CTH ;Airbus A319-112; CY144 ; 4 Jun 1998 ;; Zagreb ; 23.8 Years ;;
; 9A-CTI ;Airbus A319-112; CY144 ; 15 Jun 1999 ;Star Alliance cs ; Vukovar ; 22.7 Years ;;
; 9A-CTL ;Airbus A319-112; CY144 ; 23 Jun 2000 ; Parked ; Pula ; 21.7 Years ;;
; 9A-CTN ;Airbus A319-112; CY150 ; 3 Jun 2020 ;lsd ; Osijek ; 10 Years ;;
; 9A-CTK ;Airbus A320-214; CY174 ; 9 Jun 2000 ;; Split ; 21.8 Years ;;
; 9A-CQA ;Bombardier DHC-8-402Q Dash 8; Y76 ; 16 May 2008 ;lsd ; Slavonija ; 14 Years ;;
; 9A-CQB ;Bombardier DHC-8-402Q Dash 8; Y76 ; 25 Jul 2008 ;lsd ; Lika ; 13.9 Years ;;
; 9A-CQC ;Bombardier DHC-8-402Q Dash 8; Y76 ; 12 Jun 2009 ;lsd ; Istra ; 12.9 Years ;;
; 9A-CQD ;Bombardier DHC-8-402Q Dash 8; Y76 ; 23 Jun 2009 ;lsd ; Dalmacija ; 12.8 Years ;;
; 9A-CQE ;Bombardier DHC-8-402Q Dash 8; Y76 ; 15 Apr 2010 ;lsd ; Zagorje ; 12.1 Years ;;
; 9A-CQF ;Bombardier DHC-8-402Q Dash 8; Y76 ; 30 Mar 2010 ;lsd ; Primorje ; 12 Years ;;
