;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; I-ADJK ;Embraer ERJ-195LR (ERJ-190-200 LR); CY116 ; 30 Jan 2009 ;; Aida di Giuseppe Verdi ; 13.2 Years ;;
; I-ADJL ;Embraer ERJ-195LR (ERJ-190-200 LR); CY116 ; 13 Feb 2009 ;; Nabucco di Giuseppe Verdi ; 13.1 Years ;;
; I-ADJM ;Embraer ERJ-195LR (ERJ-190-200 LR); CY116 ; 4 Mar 2009 ;; Madama Butterfly di Giacomo Puccini ; 13 Years ;;
; I-ADJN ;Embraer ERJ-195LR (ERJ-190-200 LR); CY116 ; 27 Mar 2009 ;; Rigoletto di Giuseppe Verdi ; 13 Years ;;
; I-ADJO ;Embraer ERJ-195LR (ERJ-190-200 LR); CY116 ; 29 Apr 2009 ;;; 12.9 Years ;;
; I-ADJP ;Embraer ERJ-195LR (ERJ-190-200 LR); CY116 ; 23 Nov 2012 ;; I Puritani di Vincenzo Bellini ; 9.4 Years ;;
; I-ADJQ ;Embraer ERJ-195LR (ERJ-190-200 LR); CY116 ; 17 Jan 2013 ;; Ernani di Giuseppe Verdi ; 9.3 Years ;;
; I-ADJR ;Embraer ERJ-195LR (ERJ-190-200 LR); CY116 ; 30 Jan 2013 ;; Norma di Vincenzo Bellini ; 9.1 Years ;;
; I-ADJS ;Embraer ERJ-195LR (ERJ-190-200 LR); CY116 ; 22 Feb 2013 ;; Guglielmo Tell Gioachino Rossini ; 9.1 Years ;;
; I-ADJT ;Embraer ERJ-195LR (ERJ-190-200 LR); CY116 ; 15 Mar 2013 ; Parked ; Tosca Giacomo Puccini ; 9 Years ;;
; I-ADJU ;Embraer ERJ-195LR (ERJ-190-200 LR); CY116 ; 27 Feb 2017 ;;; 12.7 Years ;;
; I-ADJV ;Embraer ERJ-195LR (ERJ-190-200 LR); CY116 ; 7 Mar 2018 ;Star Alliance cs ;; 12.5 Years ;;
; I-ADJW ;Embraer ERJ-195LR (ERJ-190-200 LR); CY116 ; 24 Jan 2019 ;;; 12.7 Years ;;
; I-ADJX ;Embraer ERJ-195LR (ERJ-190-200 LR); CY116 ; 2 Apr 2019 ;"Hellas Verona F.C." sticker ;; 12.6 Years ;;
; I-ADJY ;Embraer ERJ-195LR (ERJ-190-200 LR); CY116 ; 25 Jan 2020 ;;; 12.7 Years ;;
; I- ;Embraer ERJ-195LR (ERJ-190-200 LR); CY116 ; Due ; Stored ;; 12.4 Years ;;
; I- ;Embraer ERJ-195LR (ERJ-190-200 LR); CY116 ; Due ; Stored ;; 12.4 Years ;;
