;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; D-AIBK ;Airbus A319-112;; 2 Nov 2021 ; Parked ;; 18.1 Years ;;
; D-AIBL ;Airbus A319-112;; 30 Sep 2021 ;;; 18.1 Years ;;
; D-AIBM ;Airbus A319-112;; 1 Sep 2021 ; Parked ;; 17.7 Years ;;
; D-AIBN ;Airbus A319-112;; Due ; Stored ;; 17 Years ;;
; D-AIBO ;Airbus A319-112;; Due ; Stored ;; 16.7 Years ;;
; D-AIBP ;Airbus A319-112;; 3 Dec 2021 ; Parked ;; 16.5 Years ;;
; D-AIBQ ;Airbus A319-112;; 2 Aug 2021 ; Parked ;; 16.2 Years ;;
; D-AILB ;Airbus A319-114; CY138 ; 25 Jan 2019 ;opf Lufthansa ; Lutherstadt Wittenberg ; 25.6 Years ;;
; D-AILP ;Airbus A319-114; CY138 ; 1 May 2019 ;Star Alliance cs ; Tübingen ; 24.5 Years ;;
; D-AILS ;Airbus A319-114; CY138 ; 10 Jun 2019 ;Star Alliance cs ; Heide ; 24.4 Years ;;
; D-AILT ;Airbus A319-114; CY138 ; 5 Dec 2019 ;Star Alliance cs ; Straubing ; 24.4 Years ;;
; D-AILW ;Airbus A319-114; CY138 ; 4 Jul 2020 ;opf Lufthansa ; Donaueschingen ; 23.7 Years ;;
; D-AILX ;Airbus A319-114; CY138 ; 29 Feb 2020 ;opf Lufthansa ; Fellbach ; 23.6 Years ;;
; D-AEUA ;Airbus A321-211; Cargo ; Due ; Stored, lsd ;; 18.8 Years ;;
; D-AEUC ;Airbus A321-211(P2F); Cargo ; 25 Jan 2022 ; Parked MUC, lsd ;; 13.8 Years ;;
; D-ACKD ;Bombardier CRJ-900LR (CL-600-2D24); CY84 ; 21 Jul 2006 ;opf Lufthansa ; Wittlich ; 15.6 Years ;;
; D-ACKF ;Bombardier CRJ-900LR (CL-600-2D24); CY84 ; 25 Aug 2006 ;opf Lufthansa ; Prenzlau ; 15.5 Years ;;
; D-ACKG ;Bombardier CRJ-900LR (CL-600-2D24); CY84 ; 30 Aug 2006 ;opf Lufthansa ; Glücksburg ; 15.5 Years ;;
; D-ACKH ;Bombardier CRJ-900LR (CL-600-2D24); CY84 ; 15 Sep 2006 ;; Radebeul ; 15.5 Years ;;
; D-ACKI ;Bombardier CRJ-900LR (CL-600-2D24); CY84 ; 29 Sep 2006 ;; Tuttlingen ; 15.5 Years ;;
; D-ACKJ ;Bombardier CRJ-900LR (CL-600-2D24); CY84 ; 6 Oct 2006 ;; Ilmenau ; 15.5 Years ;;
; D-ACNA ;Bombardier CRJ-900LR (CL-600-2D24); CY90 ; 30 Jan 2015 ;; Amberg ; 13 Years ;;
; D-ACNB ;Bombardier CRJ-900LR (CL-600-2D24); CY90 ; 9 Feb 2015 ;; Wermelskirchen ; 12.9 Years ;;
; D-ACNC ;Bombardier CRJ-900LR (CL-600-2D24); CY90 ; 6 Mar 2015 ;; Weil am Rhein ; 12.8 Years ;;
; D-ACND ;Bombardier CRJ-900LR (CL-600-2D24); CY90 ; 27 Mar 2015 ;; Meersburg ; 12.7 Years ;;
; D-ACNE ;Bombardier CRJ-900LR (CL-600-2D24); CY90 ; 16 Apr 2015 ;; Helmstedt ; 12.7 Years ;;
; D-ACNF ;Bombardier CRJ-900LR (CL-600-2D24); CY90 ; 8 May 2015 ;; Montabaur ; 12.5 Years ;;
; D-ACNG ;Bombardier CRJ-900LR (CL-600-2D24); CY90 ; 1 Feb 2016 ;; Rothenburg ob der Tauber ; 12.5 Years ;;
; D-ACNH ;Bombardier CRJ-900LR (CL-600-2D24); CY90 ; 11 Mar 2016 ;; Herzogenaurach ; 12.4 Years ;;
; D-ACNI ;Bombardier CRJ-900LR (CL-600-2D24); CY90 ; 8 Apr 2016 ;;; 12.3 Years ;;
; D-ACNJ ;Bombardier CRJ-900LR (CL-600-2D24); CY90 ; 13 May 2016 ;;; 12.3 Years ;;
; D-ACNK ;Bombardier CRJ-900LR (CL-600-2D24); CY90 ; 26 May 2016 ;; Merseburg ; 12.3 Years ;;
; D-ACNL ;Bombardier CRJ-900LR (CL-600-2D24); CY90 ; 8 Jun 2016 ;; Landsberg am Lech ; 12 Years ;;
; D-ACNM ;Bombardier CRJ-900LR (CL-600-2D24); CY90 ; 21 Mar 2017 ;;; 12 Years ;;
; D-ACNN ;Bombardier CRJ-900LR (CL-600-2D24); CY90 ; 28 Oct 2016 ;; Nordenham ; 12 Years ;;
; D-ACNO ;Bombardier CRJ-900LR (CL-600-2D24); CY90 ; 9 Jun 2015 ;; Bad Mergentheim ; 11.9 Years ;;
; D-ACNP ;Bombardier CRJ-900LR (CL-600-2D24); CY90 ; 20 Oct 2017 ;; Hattersheim ; 11.3 Years ;;
; D-ACNQ ;Bombardier CRJ-900LR (CL-600-2D24); CY90 ; 12 Oct 2017 ; Parked ; Hallbergmoos ; 11.2 Years ;;
; D-ACNR ;Bombardier CRJ-900LR (CL-600-2D24); CY90 ; 21 Oct 2016 ;; Ratingen ; 11.1 Years ;;
; D-ACNT ;Bombardier CRJ-900LR (CL-600-2D24); CY90 ; 29 Nov 2016 ;; Torgau ; 11 Years ;;
; D-ACNU ;Bombardier CRJ-900LR (CL-600-2D24); CY90 ; 19 Dec 2016 ;; Uetersen ; 10.8 Years ;;
; D-ACNV ;Bombardier CRJ-900LR (CL-600-2D24); CY90 ; 20 Jan 2017 ;; Vilshofen ; 10.8 Years ;;
; D-ACNW ;Bombardier CRJ-900LR (CL-600-2D24); CY90 ; 27 Jan 2017 ;;; 10.8 Years ;;
; D-ACNX ;Bombardier CRJ-900LR (CL-600-2D24); CY90 ; 28 Mar 2017 ;;; 10.7 Years ;;
; D-AECA ;Embraer ERJ-190LR (ERJ-190-100 LR); CY100 ; 15 Dec 2009 ;opf Lufthansa ; Deidesheim ; 12.3 Years ;;
; D-AECB ;Embraer ERJ-190LR (ERJ-190-100 LR); CY100 ; 28 Jan 2010 ;opf Lufthansa ; Meißen ; 12.2 Years ;;
; D-AECC ;Embraer ERJ-190LR (ERJ-190-100 LR); CY100 ; 22 Jan 2010 ;opf Lufthansa ; Lutherstadt Eisleben ; 12.2 Years ;;
; D-AECD ;Embraer ERJ-190LR (ERJ-190-100 LR); CY100 ; 9 Feb 2010 ;opf Lufthansa ; Schkeuditz ; 12.1 Years ;;
; D-AECE ;Embraer ERJ-190LR (ERJ-190-100 LR); CY100 ; 10 Mar 2010 ;opf Lufthansa ; Kronach ; 12 Years ;;
; D-AECF ;Embraer ERJ-190LR (ERJ-190-100 LR); CY100 ; 23 Jun 2010 ; Parked, opf Lufthansa ; Kronberg/Taunus ; 11.7 Years ;;
; D-AECG ;Embraer ERJ-190LR (ERJ-190-100 LR); CY100 ; 29 Jul 2010 ;opf Lufthansa ; Heppenheim/Bergstraße ; 11.6 Years ;;
; D-AECH ;Embraer ERJ-190LR (ERJ-190-100 LR); CY100 ; 26 Aug 2010 ;opf Lufthansa ; Alzey ; 11.6 Years ;;
; D-AECI ;Embraer ERJ-190LR (ERJ-190-100 LR); CY100 ; 22 Sep 2010 ;opf Lufthansa ; Tauberbischofsheim ; 11.5 Years ;;
