;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; B-58201 ;Airbus A321-252NX; C8Y180 ; 25 Oct 2019 ;lsd ; 2.3 Years ;;
; B-58202 ;Airbus A321-252NX; C8Y180 ; 19 Dec 2019 ;lsd ; 2.2 Years ;;
; B-58203 ;Airbus A321-252NX; C8Y180 ; 15 Jan 2020 ;lsd ; 2.1 Years ;;
; B-58204 ;Airbus A321-252NX; C8Y180 ; 16 Oct 2020 ;lsd ; 1.4 Years ;;
; B-58205 ;Airbus A321-252NX; C8Y180 ; 23 Dec 2020 ;lsd ; 1.2 Years ;;
; B-58206 ;Airbus A321-252NX; C8Y180 ; 14 Jan 2022 ; Parked, lsd ; 0.3 Years ;;
; B-58207 ;Airbus A321-252NX; C8Y180 ; On Order ;; 0.1 Years ;;
; B-58208 ;Airbus A321-252NX; C8Y180 ; 28 Jan 2022 ;lsd ; 0.1 Years ;;
; B-58209 ;Airbus A321-252NX; C8Y180 ; 30 Dec 2021 ;lsd ; 0.2 Years ;;
; B-58210 ;Airbus A321-252NX;; On Order ;;;;
; B-58301 ;Airbus A330-941; C28Y269 ; 18 Feb 2022 ;; 0.3 Years ;;
; B-58302 ;Airbus A330-941;; On Order ;;;;
; B-58501 ;Airbus A350-941;; On Order ;;;;
