;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; PK-GLE ;Airbus A320-232; Y180 ; 18 Jun 2012 ; Parked CGK, lsd ; 16.3 Years ;;;
; PK-GLG ;Airbus A320-214; Y180 ; 19 May 2012 ; Parked CGK, lsd ; 12.9 Years ;;;
; PK-GLI ;Airbus A320-214; Y180 ; 15 Jun 2012 ;lsd ; 14.8 Years ;;;
; PK-GLK ;Airbus A320-214; Y180 ; 9 Nov 2012 ; Parked, lsd ; 9.3 Years ;;;
; PK-GLL ;Airbus A320-214; Y180 ; 26 Nov 2012 ; Parked, lsd ; 9.3 Years ;;;
; PK-GLM ;Airbus A320-214; Y180 ; 27 Dec 2012 ; Parked, lsd ; 9.2 Years ;;;
; PK-GLN ;Airbus A320-214; Preighter ; 10 Dec 2012 ;lsd, "Cargo" sticker ; 9.2 Years ;;;
; PK-GLO ;Airbus A320-214; Y180 ; 20 Dec 2012 ;lsd ; 9.2 Years ;;;
; PK-GLP ;Airbus A320-214; Y180 ; 28 Feb 2013 ;lsd ; 9 Years ;;;
; PK-GLQ ;Airbus A320-214; Y180 ; 18 Mar 2013 ;lsd ; 9 Years ;;;
; PK-GLR ;Airbus A320-214; Y180 ; 29 Mar 2013 ;lsd ; 9 Years ;;;
; PK-GLS ;Airbus A320-214; Y180 ; 26 Mar 2013 ;lsd ; 9 Years ;;;
; PK-GLT ;Airbus A320-214; Y180 ; 29 Apr 2013 ;lsd ; 8.9 Years ;;;
; PK-GLU ;Airbus A320-214; Y180 ; 26 Apr 2013 ;lsd ; 8.9 Years ;;;
; PK-GLV ;Airbus A320-214; Y180 ; 2 May 2013 ;lsd ; 8.9 Years ;;;
; PK-GLW ;Airbus A320-214; Y180 ; 24 May 2013 ;lsd, Tiket.com cs ; 8.8 Years ;;;
; PK-GLX ;Airbus A320-214(WL); Y180 ; 17 Sep 2013 ;lsd ; 8.5 Years ;;;
; PK-GLY ;Airbus A320-214(WL); Y180 ; 7 Nov 2013 ;lsd ; 8.4 Years ;;;
; PK-GLZ ;Airbus A320-214(WL); Y180 ; 12 Jun 2014 ;lsd, tiket.com cs ; 7.8 Years ;;;
; PK-GQA ;Airbus A320-214(WL); Y180 ; 28 Jul 2014 ;lsd ; 7.6 Years ;;;
; PK-GQC ;Airbus A320-214(WL); Y180 ; 12 Aug 2014 ;lsd ; 7.6 Years ;;;
; PK-GQD ;Airbus A320-214(WL); Y180 ; 21 Aug 2014 ;lsd ; 7.5 Years ;;;
; PK-GQE ;Airbus A320-214(WL); Y180 ; 15 Sep 2014 ;lsd ; 7.5 Years ;;;
; PK-GQF ;Airbus A320-214(WL); Y180 ; 3 Nov 2014 ;lsd ; 7.4 Years ;;;
; PK-GQG ;Airbus A320-214(WL); Y180 ; 7 Nov 2014 ; Parked, lsd, "SiCepat Ekspres" sticker ; 7.4 Years ;;;
; PK-GQH ;Airbus A320-214(WL); Y180 ; 18 Dec 2014 ;lsd ; 7.2 Years ;;;
; PK-GQI ;Airbus A320-214(WL); Y180 ; 28 Jan 2015 ; Parked CGK, lsd, Floral (2001-2008) retro cs ; 7.1 Years ;;;
; PK-GQJ ;Airbus A320-214(WL); Y180 ; 13 Mar 2015 ;lsd, "SiCepat Ekspres" sticker ; 7 Years ;;;
; PK-GQK ;Airbus A320-214(WL); Y180 ; 12 May 2015 ; Parked CGK, lsd ; 6.8 Years ;;;
; PK-GQL ;Airbus A320-214(WL); Y180 ; 21 Sep 2015 ; Parked CGK, lsd ; 6.5 Years ;;;
; PK-GQM ;Airbus A320-214(WL); Y180 ; 24 Feb 2016 ; Parked CGK, lsd ; 6.1 Years ;;;
; PK-GQN ;Airbus A320-214(WL); Y180 ; 20 May 2016 ;lsd ; 5.9 Years ;;;
; PK-GQO ;Airbus A320-214(WL); Y180 ; 28 Jun 2016 ;lsd ; 5.7 Years ;;;
; PK-GQP ;Airbus A320-214(WL); Y180 ; 23 Sep 2016 ;lsd ; 5.5 Years ;;;
; PK-GQQ ;Airbus A320-214(WL); Y180 ; 30 Sep 2016 ;lsd ; 5.5 Years ;;;
; PK-GQR ;Airbus A320-214(WL); Y180 ; 28 Dec 2016 ; Parked, lsd ; 5.2 Years ;;;
; PK-GQS ;Airbus A320-214(WL); Y180 ; 22 Dec 2016 ;lsd ; 5.2 Years ;;;
; PK-GQT ;Airbus A320-214(WL); Y180 ; 29 Dec 2016 ; Parked, lsd ; 5.2 Years ;;;
; PK-GQU ;Airbus A320-214(WL); Y180 ; 29 Mar 2017 ;lsd ; 4.9 Years ;;;
; PK-GTA ;Airbus A320-251N; Y180 ; 21 Feb 2017 ; Parked, lsd ; 5.1 Years ;;;
; PK-GTC ;Airbus A320-251N; Y180 ; 8 Mar 2017 ; Parked, lsd ; 5 Years ;;;
; PK-GTD ;Airbus A320-251N; Y180 ; 23 May 2017 ; Parked, lsd ; 4.8 Years ;;;
; PK-GTE ;Airbus A320-251N; Y180 ; 26 May 2017 ;lsd ; 4.8 Years ;;;
; PK-GTF ;Airbus A320-251N; Y180 ; 24 Oct 2017 ; Parked, lsd, 50th A320 cs ; 4.4 Years ;;;
; PK-GTG ;Airbus A320-251N; Y180 ; 28 Jun 2018 ;lsd ; 3.8 Years ;;;
; PK-GTH ;Airbus A320-251N; Y180 ; 28 Aug 2018 ; Parked, lsd ; 3.5 Years ;;;
; PK-GTI ;Airbus A320-251N; Y180 ; 27 Jul 2018 ;lsd, "Say NO to Drugs, Say YES to Travel" sticker ; 3.6 Years ;;;
; PK-GTJ ;Airbus A320-251N; Y180 ; 10 Dec 2019 ;lsd ; 2.2 Years ;;;
; PK-GTK ;Airbus A320-251N; Y180 ; 22 Oct 2019 ;lsd, "SiCepat Ekspres" sticker ; 2.4 Years ;;;
; PK-GYA ;Airbus A330-941; W42Y323 ; 17 Jan 2020 ; Parked, lsd ; 2.2 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; PK-GYC ;Airbus A330-941; W42Y323 ; 2 Dec 2019 ; Parked, lsd, "1st A330neo" sticker ; 2.3 Years ;;;
; PK-GJA ;ATR 72-600 (72-212A); Y70 ; 18 Apr 2019 ;lsd ; 8.3 Years ;;;
; PK-GJP ;ATR 72-600 (72-212A); Y70 ; 11 Apr 2019 ;lsd ; 5.6 Years ;;;
; PK-GJR ;ATR 72-600 (72-212A); Y70 ; 28 Jan 2019 ; Parked, lsd ; 4.8 Years ;;;
