;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; 9M-WCM ;Boeing 737-33R(SF)(WL); Cargo ; 5 Oct 2021 ;; 24.8 Years ;;
; 9M-POS ;Boeing 737-4Q8(SF); Cargo ; 1 Nov 2020 ;; 29.6 Years ;;
; 9M-WCA ;Boeing 737-81Q(BCF)(WL); Cargo ; 9 Feb 2021 ;lsd ; 21.8 Years ;;
