;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; N479TA ;Airbus A319-132; C12Y108 ; 28 May 2013 ;; 16.9 Years ;;
; N521TA ;Airbus A319-132; C12Y108 ; 18 Nov 2020 ;; 14.4 Years ;;
; N522TA ;Airbus A319-132; C12Y108 ; 28 May 2013 ;Star Alliance cs ; 9.7 Years ;;
; N524TA ;Airbus A319-132; C12Y108 ; 28 May 2013 ;Star Alliance cs ; 9.5 Years ;;
; N490TA ;Airbus A320-233; C12Y138 ; 28 May 2013 ;; 17.5 Years ;;
; N491TA ;Airbus A320-233; C12Y138 ; 23 Nov 2020 ;; 17.4 Years ;;
; N494TA ;Airbus A320-233; C12Y138 ; 28 May 2013 ;; 15.1 Years ;;
; N685TA ;Airbus A320-233; C12Y138 ; 28 May 2013 ;; 10 Years ;;
; N686TA ;Airbus A320-214; C12Y138 ; 28 May 2013 ;Surf City El Salvador cs ; 9.6 Years ;;
; N769AV ;Airbus A320-251N; C12Y141 ; 24 Apr 2018 ;lsd ; 3.9 Years ;;
; N779AV ;Airbus A320-251N; C12Y141 ; 30 Jul 2018 ;; 3.6 Years ;;
; N788AV ;Airbus A320-251N; C12Y141 ; 1 Oct 2019 ;; 2.7 Years ;;
; N692AV ;Airbus A321-231(WL); C12Y182 ; 4 Feb 2014 ;; 8.1 Years ;;
