;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; EC-JQG ;Airbus A330-202;; Due ; Stored, lsd ;; 16 Years ;;
; EC-JQQ ;Airbus A330-202;; Due ; Stored, lsd ;; 15.8 Years ;;
; EC-KOM ;Airbus A330-202;; Due ; Stored, lsd ;; 13.8 Years ;;
; EC-MQM ;Airbus A340-313; C30W21Y224 ; 21 Jun 2017 ;; Santa María Portugalete ; 21 Years ;;
; EC-NBU ;Airbus A340-313; C24Y265 ; 3 Apr 2019 ;; Virgen del Valle ; 20.1 Years ;;
; EC-NFQ ;Airbus A340-642; C40Y328 ; 21 Jan 2020 ;lsf European Aviation ;; 12.6 Years ;;
