;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; XA-AFH ;Embraer ERJ-145LR; Y50 ; 10 Dec 2015 ;; 23.5 Years ;;
; XA-BPK ;Embraer ERJ-145LR; Y50 ; 14 Jan 2014 ; Parked ; 20.4 Years ;;
; XA-EFH ;Embraer ERJ-145LR; Y50 ; 3 Feb 2016 ;; 23.7 Years ;;
; XA-IFP ;Embraer ERJ-145LR; Y50 ; 23 May 2018 ;; 22 Years ;;
; XA-JFH ;Embraer ERJ-145LR; Y50 ; 15 Oct 2015 ;; 23.6 Years ;;
; XA-MAF ;Embraer ERJ-145LR; Y50 ; 21 Oct 2015 ;; 23.5 Years ;;
; XA-MFH ;Embraer ERJ-145LR; Y50 ; 6 Mar 2014 ;; 20 Years ;;
; XA-NFP ;Embraer ERJ-145LR; Y50 ; 10 Sep 2015 ;; 23.8 Years ;;
; XA-PFL ;Embraer ERJ-145LR; Y50 ; 1 Mar 2016 ;; 22.8 Years ;;
; XA-RHF ;Embraer ERJ-145LR; Y50 ; 8 May 2014 ;; 20.5 Years ;;
; XA-SFH ;Embraer ERJ-145LR; Y50 ; 5 Oct 2015 ;; 23.7 Years ;;
; XA- ;Embraer ERJ-145LR; Y50 ; 20 Jun 2018 ; Parked ; 20.4 Years ;;
