;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;
; N881WM ;Bombardier DHC-8-402Q Dash 8; Y78 ; 18 Oct 2021 ;opby Waltzing Matilda Aviation ; 881 ; 13.8 Years ;;
; N882WM ;Bombardier DHC-8-402Q Dash 8; Y78 ; 22 Dec 2021 ; Parked, opby Waltzing Matilda Aviation ; 882 ; 13.6 Years ;;
