;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; 5Y-DDI ;Fokker F50 Freighter; Cargo ; 16 Mar 2020 ;; 35 Years ;;
; 5Y-ELY ;Fokker F50 Freighter; Cargo ; 10 Aug 2021 ;; 33 Years ;;
; 5Y-IFL ;Fokker F50; Y50 ; 14 May 2021 ;; 33 Years ;;
; 5Y-IZZ ;Fokker F50; Y50 ; 19 Jun 2019 ;; 31.9 Years ;;
; 5Y-JNR ;Fokker F50; Y50 ; 23 Apr 2020 ;; 28.6 Years ;;
; 5Y-MMA ;Fokker F50; Y50 ;;; 33.1 Years ;;
; 5Y-SMN ;Fokker F50; Y50 ; 19 Jun 2019 ;; 32.4 Years ;;
; 5Y-SMO ;Fokker F50; Y50 ; 13 Oct 2017 ;lsd ; 30.7 Years ;;
; 5Y-SMS ;Fokker F50; Y50 ; 2018 ;lst Maandeeq Air ; 34.1 Years ;;
; 5Y- ;Fokker F50; Y50 ; 16 Sep 2021 ; Parked, lsd ; 33.7 Years ;;
