;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; 4R-ABL ;Airbus A320-232; C12Y138 ; 7 Apr 2011 ;lsd ;; 17.2 Years ;;
; 4R-ABM ;Airbus A320-214; C16Y120 ; 17 May 2011 ; Parked, lsd ;; 10.9 Years ;;
; 4R-ABN ;Airbus A320-214; C16Y120 ; 25 Oct 2011 ;lsd ;; 10.4 Years ;;
; 4R-ABO ;Airbus A320-214; C16Y120 ; 29 Nov 2011 ;lsd, oneworld cs ;; 10.3 Years ;;
; 4R-MRE ;Airbus A320-232; C12Y150 ; 30 Oct 2016 ;lsd ;; 16 Years ;;
; 4R-ANA ;Airbus A320-251N; C12Y138 ; 23 Feb 2017 ; Parked, lsd ;; 5 Years ;;
; 4R-ANB ;Airbus A320-251N; C12Y138 ; 31 Mar 2017 ;lsd ;; 4.9 Years ;;
; 4R-ABQ ;Airbus A321-231; C16Y153 ; 15 Feb 2014 ;lsd ;; 14.1 Years ;;
; 4R-ANC ;Airbus A321-251N; C12Y176 ; 30 Jun 2017 ;lsd ;; 4.7 Years ;;
; 4R-AND ;Airbus A321-251N; C12Y176 ; 27 Oct 2017 ;lsd ;; 4.6 Years ;;
; 4R-ANE ;Airbus A321-251N; C12Y176 ; 1 Dec 2017 ; Parked, lsd ;; 4.3 Years ;;
; 4R-ANF ;Airbus A321-251N; C12Y176 ; 28 Jul 2018 ; Parked, lsd ;; 3.6 Years ;;
; 4R-ALA ;Airbus A330-243; C18Y251 ; 26 Oct 1999 ;lsd ;; 22.4 Years ;;
; 4R-ALB ;Airbus A330-243; C18Y251 ; 15 Nov 1999 ;lsd ;; 22.4 Years ;;
; 4R-ALC ;Airbus A330-243; C18Y251 ; 10 Dec 1999 ; Parked, lsd ;; 22.3 Years ;;
; 4R-ALH ;Airbus A330-243; C18Y252 ; 8 Dec 2011 ;oneworld cs ;; 17.5 Years ;;
; 4R-ALS ;Airbus A330-243;; Oct 2018 ;lsd ;; 12.9 Years ;;
; 4R-ALL ;Airbus A330-343; C28Y269 ; 29 Oct 2014 ;lsd ; City of Sri Jayawardenapura ; 7.5 Years ;;
; 4R-ALM ;Airbus A330-343; C28Y269 ; 18 Dec 2014 ;lsd ; City of Sihagiri ; 7.3 Years ;;
; 4R-ALN ;Airbus A330-343; C28Y269 ; 2 Mar 2017 ;lsd ; City of Kolomtota ; 7.1 Years ;;
; 4R-ALO ;Airbus A330-343; C28Y269 ; 14 Aug 2015 ;lsd ; City of Senkadagalapura ; 6.6 Years ;;
; 4R-ALP ;Airbus A330-343; C28Y269 ; 9 Nov 2015 ; Parked, lsd ; City of Hasthi Shailapura ; 6.4 Years ;;
; 4R-ALQ ;Airbus A330-343; C28Y269 ; 21 Dec 2015 ;lsd ;; 6.3 Years ;;
; 4R-ALR ;Airbus A330-343; C28Y269 ; 29 Dec 2015 ;lsd ;; 6.2 Years ;;
