;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; 9H-VDO ;Airbus A320-214; Y180 ; 14 Aug 2020 ; Parked, lsd, lst Sunrise Airways ; 14.9 Years ;;
; 9H-VDS ;Airbus A320-214; Y180 ; 15 Oct 2021 ; Parked RMU, lsd ; 20 Years ;;
