;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; JA460A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 10 Aug 2012 ;; 9.8 Years ;;
; JA461A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 23 Jan 2013 ;; 9.3 Years ;;
; JA462A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 1 Jul 2013 ;; 8.7 Years ;;
; JA463A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 4 Jul 2017 ;; 4.7 Years ;;
; JA464A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 2 Oct 2017 ;; 4.5 Years ;;
; JA465A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 11 Dec 2017 ;; 4.3 Years ;;
; JA841A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 1 Oct 2010 ;lsf Air Nippon ; 18.7 Years ;;
; JA842A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 1 Oct 2010 ;lsf Air Nippon ; 18.7 Years ;;
; JA843A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 1 Oct 2010 ;lsf Air Nippon ; 18.3 Years ;;
; JA844A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 1 Oct 2010 ;lsf Air Nippon ; 18.1 Years ;;
; JA845A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 1 Oct 2010 ;; 17.4 Years ;;
; JA846A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 1 Oct 2010 ;lsf Air Nippon ; 17.4 Years ;;
; JA847A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 1 Oct 2010 ;; 17.2 Years ;;
; JA848A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 1 Oct 2010 ;; 17.1 Years ;;
; JA850A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 1 Oct 2010 ;; 16.7 Years ;;
; JA851A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 1 Oct 2010 ; Parked ; 16.6 Years ;;
; JA852A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 1 Oct 2010 ;; 15.7 Years ;;
; JA853A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 1 Oct 2010 ;; 15.5 Years ;;
; JA854A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 1 Oct 2010 ;; 15.1 Years ;;
; JA855A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 1 Oct 2010 ;; 12.2 Years ;;
; JA856A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 1 Nov 2010 ;; 11.5 Years ;;
; JA857A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 14 May 2011 ;; 11 Years ;;
; JA858A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 22 Oct 2011 ;; 10.5 Years ;;
; JA859A ;Bombardier DHC-8-402Q Dash 8; Y74 ; 14 Mar 2012 ;; 10.1 Years ;;
