;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; EC-GNZ ;Boeing 737-4Y0;; Apr 2008 ; 8 Aug 2008 ;EC-GNZ GECAS ;lsf Futura ;;
; EC-IZG ;Boeing 737-46J;; 15 Apr 2008 ; 8 Sep 2008 ;EC-IZG Futura ;lsf Futura ;;
; EC-KNS ;Boeing 737-4Y0;; 3 Apr 2008 ; 30 Jul 2008 ;EC-KNS Futura ;lsf Futura ;;
; OO-JAM ;Boeing 737-46J;; Aug 2011 ; 14 Dec 2012 ;OM-DEX AirExplore ;lsf Aircastle ;;
; OO-TUA ;Boeing 737-4K5; Y168 ; 23 Nov 2005 ; 20 Dec 2011 ;RDPL-34183 Lao Central Airlines ;Passion, lsf TUI Group ;;
; OO-TUB ;Boeing 737-4K5; Y168 ; 23 Nov 2005 ; 28 Mar 2009 ;JY-RFF Royal Falcon ;Devotion ;;
; OO-TUI ;Boeing 737-4K5; Y168 ; 23 Nov 2005 ; 28 Oct 2007 ;CN-RPC Jet4You ;Innovation ;;
; OO-JAT ;Boeing 737-5K5; Y128 ; 7 Apr 2007 ; 16 Sep 2012 ;EI-EYV BBAM ;Horizon, lsd ;;
; OO-JAL ;Boeing 737-7K2(WL); Y148 ; 11 Mar 2016 ; 19 Oct 2016 ;OO-JAL TUI Airlines Belgium ;lsd ;;
; OO-JAN ;Boeing 737-76N(WL); Y148 ; 27 Mar 2008 ; 17 Nov 2014 ;N7818L Southwest Airlines ;Revelation, lsd ;;
; OO-JAO ;Boeing 737-7K5(WL); Y148 ; 21 May 2010 ; 19 Oct 2016 ;OO-JAO TUI Airlines Belgium ;Playing to win, lsd ;;
; OO-JAR ;Boeing 737-7K5(WL); Y148 ; 7 Mar 2009 ; 19 Oct 2016 ;OO-JAR TUI Airlines Belgium ;Enjoy, lsd ;;
; OO-JAS ;Boeing 737-7K5(WL); Y148 ; 26 May 2009 ; 19 Oct 2016 ;OO-JAS TUI Airlines Belgium ;Emotion, lsd ;;
; OO-JJI ;Boeing 737-752(WL);; 27 Jul 2015 ; 27 Jul 2015 ;OO-JJI ECAir ;lsd ;;
; OO-JOS ;Boeing 737-7K5(WL); Y148 ; 7 May 2014 ; 19 Oct 2016 ;OO-JOS TUI Airlines Belgium ;Aurora, lsd ;;
; D-AXLE ;Boeing 737-8Q8(WL); Y189 ; 15 Jun 2007 ; Jul 2007 ;D-AXLE XL Airways France ;lsf XL Airways Germany ;;
; OO-CAN ;Boeing 737-8AS(WL); Y189 ; 30 Apr 2015 ; 3 Dec 2015 ;C-FYQN Air Transat ;lsf CanJet ;;
; OO-JAA ;Boeing 737-8BK(WL); Y189 ; 31 Mar 2016 ; 19 Oct 2016 ;OO-JAA TUI Airlines Belgium ;Victory, lsd ;;
; OO-JAD ;Boeing 737-8K5(WL); Y189 ; 6 Apr 2011 ; 19 Oct 2016 ;OO-JAD TUI Airlines Belgium ;Magnificent, lsd ;;
; OO-JAF ;Boeing 737-8K5(WL); Y189 ; 9 Jul 2007 ; 19 Oct 2016 ;OO-JAF TUI Airlines Belgium ;Family Life Hotels cs ;;
; OO-JAH ;Boeing 737-8K5(WL); Y189 ; 24 Jun 2011 ; 19 Oct 2016 ;OO-JAH TUI Airlines Belgium ;Perspective, lsd ;;
; OO-JAQ ;Boeing 737-8K5(WL); Y189 ; 6 May 2015 ; 19 Oct 2016 ;OO-JAQ TUI Airlines Belgium ;Vision, lsd ;;
; OO-JAU ;Boeing 737-8K5(WL); Y189 ; 27 Apr 2016 ; 19 Oct 2016 ;OO-JAU TUI Airlines Belgium ;Excellence ;;
; OO-JAV ;Boeing 737-8K5(WL); Y189 ; 8 Apr 2013 ; 19 Oct 2016 ;OO-JAV TUI Airlines Belgium ;Happiness, lsd ;;
; OO-JAX ;Boeing 737-8K5(WL); Y189 ; 22 Nov 2010 ; 19 Oct 2016 ;OO-JAX TUI Airlines Belgium ;Brightness, lsd ;;
; OO-JAY ;Boeing 737-8K5(WL); Y189 ; 25 Apr 2013 ; 19 Oct 2016 ;OO-JAY TUI Airlines Belgium ;Elegance, lsd ;;
; OO-JBG ;Boeing 737-8K5(WL); Y189 ; 19 Apr 2016 ; 19 Oct 2016 ;OO-JBG TUI Airlines Belgium ;Gerard Brackx, lsd ;;
; OO-JBV ;Boeing 737-8K5(WL); Y189 ; 27 Apr 2012 ; 22 Apr 2014 ;ZS-ZWT Kulula.com ;Evasion, lsd ;;
; OO-JEF ;Boeing 737-8K5(WL); Y189 ; 24 Feb 2014 ; 19 Oct 2016 ;OO-JEF TUI Airlines Belgium ;Affection ;;
; OO-JFD ;Boeing 737-8KN(WL); Y189 ; 7 May 2014 ; 30 Sep 2014 ;A6-FDC flydubai ;lsf flydubai ;;
; OO-JLO ;Boeing 737-8K5(WL); Y189 ; 23 Mar 2012 ; 19 Oct 2016 ;OO-JLO TUI Airlines Belgium ;Grace ;;
; OO-JPT ;Boeing 737-8K5(WL); Y189 ; 28 Mar 2012 ; 4 May 2015 ;D-ATUZ TUIfly ;Sky, lsd ;;
; OO-TUK ;Boeing 737-86J(WL); Y189 ; 8 Apr 2016 ; 19 Oct 2016 ;OO-TUK TUI Airlines Belgium ;Inspiration, lsd ;;
; OO-TUV ;Boeing 737-86J(WL); Y189 ; 4 May 2016 ; 19 Oct 2016 ;OO-TUV TUI Airlines Belgium ;Imagination, lsd ;;
; OO-VAC ;Boeing 737-8BK(WL); Y189 ; 23 Nov 2005 ; 16 Sep 2013 ;SP-ENV Enter Air ;Rising Sun, lsd ;;
; OO-VAS ;Boeing 737-86Q(WL); Y189 ; 5 May 2010 ; 19 Nov 2010 ;HL8234 Jeju Air ;Welcome, lsd ;;
; EI-DMJ ;Boeing 767-306ER; Y280 ; 10 May 2008 ; 3 Jan 2009 ;EI-DMJ Neos ;lsf Neos ;;
; OO-JAP ;Boeing 767-38EER(WL); Y264 ; 22 Jun 2009 ; 1 Mar 2015 ;D-ABUS Condor ;Crystal, lsd ;;
; OO-JNL ;Boeing 767-304ER(WL); W31Y264 ; 21 Apr 2015 ; 19 Oct 2016 ;OO-JNL TUI Airlines Belgium ;Sunshine, lsd ;;
; OO-TUC ;Boeing 767-341ER(WL); Y264 ; 23 Nov 2005 ; 14 Sep 2013 ;N190AT Apollo Aviation ;Discover, lsd ;;
; OO-JDL ;Boeing 787-8 Dreamliner; W47Y253 ; 2 Dec 2013 ; 19 Oct 2016 ;OO-JDL TUI Airlines Belgium ;Diamond, lsd ;;
; OO-JEB ;Embraer ERJ-190STD (ERJ-190-100); Y112 ; 14 Mar 2013 ; 19 Oct 2016 ;OO-JEB TUI Airlines Belgium ;Navigator, lsd ;;
; OO-JEM ;Embraer ERJ-190STD (ERJ-190-100); Y112 ; 13 Feb 2013 ; 19 Oct 2016 ;OO-JEM TUI Airlines Belgium ;Explorer, lsd ;;
; OO-JVA ;Embraer ERJ-190STD (ERJ-190-100); Y112 ; 24 Apr 2015 ; 19 Oct 2016 ;OO-JVA TUI Airlines Belgium ;Jewel, lsd ;;
; OO-TUF ;Fokker F100; Y100 ; 23 Nov 2005 ; 20 Aug 2008 ;VH-FNU Skywest Airlines ;Distinction ;;
