;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; UR-DAE ;Airbus A320-212;; 18 Mar 2011 ; Nov 2012 ;UR-DAE Windrose Airlines ;opby DonbassAero Airline ;;
; UR-DAH ;Airbus A320-212;; 20 Jun 2011 ; 28 Dec 2012 ;UR-DAH Windrose Airlines ;lsd, opby DonbassAero Airline ;;
; UR-DAI ;Airbus A320-212;; 20 Jun 2011 ; 27 Dec 2012 ;UR-DAI Windrose Airlines ;lsd, opby DonbassAero Airline ;;
; UR-NTA ;Antonov An-148-100B; C8Y60 ; 2 Jun 2009 ; 1 Apr 2012 ;UR-NTA Ukraine International Airlines ;;;
; UR-NTC ;Antonov An-148-100B; C8Y60 ; 22 Apr 2010 ; Nov 2011 ;UR-NTC Ukraine International Airlines ;;;
; UR-BFA ;Boeing 737-2L9(A);; 1 May 1996 ; Dec 2000 ;PK-RIF Mandala Airlines ;;;
; UR-BVY ;Boeing 737-2Q8(A); CY123 ; 31 Oct 2000 ; 1 Jan 2013 ; Preserved ;;;
; UR-BVZ ;Boeing 737-2Q8(A);; 24 Feb 1999 ; Jun 2000 ;UN-B3705 Air Kazakstan ;;;
; UR-DNJ ;Boeing 737-36Q(WL); Y148 ; Jun 2011 ; Dec 2012 ;UR-GBD Ukraine International Airlines ;;;
; UR-GAG ;Boeing 737-35B;; 27 Apr 2000 ; 20 Jan 2002 ;UR-GAG Ukraine International Airlines ;lsf Ukraine International Airlines ;;
; UR-VVA ;Boeing 737-3Q8; CY136 ; 2 Aug 2000 ; 4 Jan 2013 ;N225LF ILFC ;lsd ;;
; UR-VVI ;Boeing 737-33A; CY135 ; 5 Mar 2004 ; 7 May 2009 ;N244CL CIT Leasing Corporation ;lsd ;;
; UR-VVR ;Boeing 737-3Q8; C12Y118 ; 11 Jul 2008 ; 17 Jul 2012 ;UR-VVR Private ;lsd ;;
; UR-KIV ;Boeing 737-4Y0; CY156 ; 18 Jul 2012 ; Nov 2017 ;UR-CQU Ukrainian Wings ;;;
; UR-VVE ;Boeing 737-448; CY153 ; 12 Jun 2002 ;; Scrapped ;lsd ;;
; UR-VVH ;Boeing 737-45D;; 24 Dec 2003 ; 27 Apr 2004 ;SP-LLB LOT - Polish Airlines ;lsf LOT - Polish Airlines ;;
; UR-VVJ ;Boeing 737-448; CY156 ; 4 Jun 2004 ; 6 Apr 2009 ;N474EA ETS - East Trust Sub ;;;
; UR-VVK ;Boeing 737-4Q8; CY156 ; 2 Nov 2004 ; 16 Apr 2009 ;N129AC Aircastle ;;;
; UR-VVL ;Boeing 737-448; CY153 ; 23 May 2005 ; 8 Nov 2012 ;N161LF ILFC ;lsd ;;
; UR-VVM ;Boeing 737-448; CY153 ; 7 Jul 2005 ; 19 Mar 2013 ;N151LF ILFC ;lsd ;;
; UR-VVN ;Boeing 737-4Y0; CY156 ; 28 Apr 2010 ; 22 Sep 2012 ;N451KA Kahala Aviation Leasing ;lsd ;;
; UR-VVP ;Boeing 737-4Q8; CY156 ; 31 May 2007 ; 30 Nov 2012 ;EI-FBN ILFC ;lsd ;;
; UR-AAK ;Boeing 737-548(WL);; 17 Jun 2011 ; 27 Apr 2013 ;UR-GBE Ukraine International Airlines ;;;
; UR-AAL ;Boeing 737-548(WL);; 9 Jul 2011 ; Oct 2012 ; Stored ;;;
; UR-AAM ;Boeing 737-548(WL);; 4 Jan 2012 ; 30 Dec 2012 ;UR-GBF Ukraine International Airlines ;;;
; UR-VVB ;Boeing 737-529; CY111 ; 19 Dec 2001 ; 9 Feb 2010 ;N265CL CIT Leasing Corporation ;lsd ;;
; UR-VVC ;Boeing 737-529;; 28 Mar 2002 ; 13 Nov 2003 ;N265CT CIT Leasing Corporation ;lsd ;;
; UR-VVD ;Boeing 737-529; CY111 ; 24 Jan 2002 ; 9 Feb 2010 ;N419CT European Skybus ;lsd ;;
; UR-VVQ ;Boeing 737-5L9; CY108 ; 6 Jul 2007 ; 22 Oct 2014 ;N292GL Gladiator Leasing ;lsd ;;
; UR-VVS ;Boeing 737-5Q8; C10Y96 ; 26 Sep 2009 ; 31 May 2012 ;UR-KRD Air Onix ;lsd ;;
; UR-VVU ;Boeing 737-5Q8; C10Y96 ; Sep 2009 ; 26 Jun 2012 ;UR-KRC Air Onix ;lsd ;;
; UR-AAP ;Boeing 737-7L9(WL);; 28 Jun 2012 ; 12 Jan 2013 ;VP-BSP Aircastle ;lsd ;;
; UR-AAQ ;Boeing 737-7L9(WL);; 6 Jul 2012 ; 18 Dec 2012 ;VP-BSW Aircastle ;;;
; UR-AAN ;Boeing 737-84R(WL);; 27 Mar 2012 ; 11 Jan 2013 ;UR-PSE Ukraine International Airlines ;;;
; UR-AAO ;Boeing 737-84R(WL);; 24 May 2012 ; 15 Jan 2013 ;UR-PSF Ukraine International Airlines ;;;
; CS-TLO ;Boeing 767-383ER;; 25 Jan 2008 ; 23 Jul 2008 ;CS-TLO EuroAtlantic Airways ;lsf EuroAtlantic Airways ;;
; UR-AAG ;Boeing 767-33AER;; 25 Mar 2011 ; Jun 2012 ; Scrapped ;;;
; UR-AAH ;Boeing 767-33AER(WL); C23Y182 ; 12 Mar 2011 ; 13 May 2019 ;YA-KMR Kam Air ;;;
; UR-AAI ;Boeing 767-33AER(WL); C23Y182 ; 21 Aug 2011 ; 1 Feb 2013 ;UR-AAI Ukraine International Airlines ;;;
; UR-AAJ ;Boeing 767-33AER(WL); C23Y182 ; 10 Feb 2011 ; 24 Dec 2013 ;UR-GEC Ukraine International Airlines ;;;
; UR-DNM ;Boeing 767-322ER(WL); F10C30Y150 ; 29 Apr 2010 ; 7 Dec 2012 ;UR-GEA Ukraine International Airlines ;lsd ;;
; UR-VVF ;Boeing 767-383ER; C24Y204 ; 28 Oct 2002 ; 28 Mar 2013 ;N493BC Boeing Capital Corporation (BCC) ;;;
; UR-VVG ;Boeing 767-383ER; C24Y215 ; 23 Jan 2004 ; 18 May 2009 ;N767NF WFBN Wells Fargo Bank Northwest ;;;
; UR-VVO ;Boeing 767-383ER; C24Y208 ; 25 Mar 2007 ; 31 Dec 2009 ;N346CL CIT Leasing Corporation ;lsd ;;
; UR-VVT ;Boeing 767-3Q8ER;; Jan 2009 ; 14 Oct 2011 ;4X-EAM El Al Israel Airlines ;lsd ;;
; UR-VVV ;Boeing 767-33AER(WL);; 16 Dec 2010 ; 9 Feb 2013 ;UR-GED Ukraine International Airlines ;;;
; UR-VVW ;Boeing 767-33AER(WL);; 9 Jun 2011 ; Feb 2012 ; Stored ;lsd ;;
; UR-DSA ;Embraer ERJ-190STD (ERJ-190-100); CY104 ; 15 Jun 2012 ; 30 Dec 2012 ;UR-DSA Ukraine International Airlines ;;;
; UR-DSB ;Embraer ERJ-190STD (ERJ-190-100); CY104 ; 15 Jun 2012 ; 14 Jan 2013 ;UR-DSB Ukraine International Airlines ;;;
