;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; JA01JJ ;Airbus A320-232; Y180 ; 20 Apr 2012 ;lsd, "Osaka-Kansai/Japan Expo 2025" sticker ; 9.9 Years ;;
; JA02JJ ;Airbus A320-232; Y180 ; 23 May 2012 ;lsd ; 9.8 Years ;;
; JA03JJ ;Airbus A320-232; Y180 ; 16 Jun 2012 ;lsd ; 9.8 Years ;;
; JA04JJ ;Airbus A320-232; Y180 ; 6 Aug 2012 ;lsd ; 9.6 Years ;;
; JA05JJ ;Airbus A320-232; Y180 ; 19 Sep 2012 ;lsd ; 9.5 Years ;;
; JA07JJ ;Airbus A320-232(WL); Y180 ; 13 Nov 2012 ;; 9.3 Years ;;
; JA08JJ ;Airbus A320-232(WL); Y180 ; 18 Feb 2013 ;lsd ; 9.1 Years ;;
; JA09JJ ;Airbus A320-232; Y180 ; 28 Feb 2013 ;; 9.1 Years ;;
; JA10JJ ;Airbus A320-232; Y180 ; 13 Mar 2013 ;lsd ; 9 Years ;;
; JA13JJ ;Airbus A320-232(WL); Y180 ; 25 Jun 2013 ;lsd ; 8.7 Years ;;
; JA14JJ ;Airbus A320-232(WL); Y180 ; 27 Aug 2013 ; Parked, lsd ; 8.6 Years ;;
; JA15JJ ;Airbus A320-232(WL); Y180 ; 10 Sep 2013 ; Parked, lsd ; 8.6 Years ;;
; JA16JJ ;Airbus A320-232(WL); Y180 ; 18 Sep 2013 ;lsd ; 8.6 Years ;;
; JA19JJ ;Airbus A320-232(WL); Y180 ; 14 Oct 2014 ;lsd ; 7.4 Years ;;
; JA20JJ ;Airbus A320-232(WL); Y180 ; 15 Dec 2014 ;lsd ; 7.3 Years ;;
; JA21JJ ;Airbus A320-232(WL); Y180 ; 24 Feb 2017 ;lsd ; 8.3 Years ;;
; JA22JJ ;Airbus A320-232(WL); Y180 ; 20 Mar 2018 ;lsd ; 8.3 Years ;;
; JA24JJ ;Airbus A320-232(WL); Y180 ; 17 Sep 2018 ; Parked, lsd ; 3.5 Years ;;
; JA25JJ ;Airbus A320-232(WL); Y180 ; 19 Mar 2019 ;lsd ; 3 Years ;;
; JA26LR ;Airbus A321-251NX;; 14 Dec 2020 ; Parked, lsd ; 1.5 Years ;;
; JA27LR ;Airbus A321-251NX;; 5 Oct 2021 ; Parked, lsd ; 0.4 Years ;;
