;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; G-HWPB ;British Aerospace 146-200A; Y90 ; 1 May 1995 ; 14 Nov 1995 ;G-JEAR Jersey European Airways ;opby Flightline ;;
; G-OLHB ;British Aerospace 146-200; Y99 ; 24 Mar 1994 ; 24 Jan 1996 ;G-JEAS Jersey European Airways ;opby Flightline ;;
; G-OLXX ;British Aerospace Avro RJ70; Y82 ; 30 Jul 1995 ; 4 Oct 1995 ;G-OLXX British Airways ;opby Flightline ;;
