;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Aircraft Name;Age;;
; N301KH ;Boeing 737-330(SF); Cargo ; 3 Jun 2014 ;;; Ku Ha'aheo ; 27.1 Years ;;
; N302KH ;Boeing 737-330(SF); Cargo ; 12 Oct 2014 ;lsd ; 302 ; Kahanuola ; 27 Years ;;
; N303KH ;Boeing 737-319(SF); Cargo ; 19 Jun 2015 ;lsd ; 303 ; Kukunaokalā ; 22.4 Years ;;
; N304KH ;Boeing 737-3Q8(QC); Cargo ; 5 Jun 2021 ;; 304 ;; 23.9 Years ;;
; N399CM ;Boeing 767-323ER(BDSF)(WL); Cargo ; 10 Jun 2021 ;opby Northern Air Cargo ; 399 ;; 28.8 Years ;;
