;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VN-A198 ;Airbus A320-232; Y180 ; 29 Jul 2020 ; Parked, lsd ; 11.4 Years ;;
; VN-A555 ;Airbus A320-232; Y180 ; 29 Jul 2020 ; Parked, lsd ; 17.3 Years ;;
; VN-A556 ;Airbus A320-232; Y180 ; 29 Jul 2020 ; Parked ; 17.3 Years ;;
; VN-A560 ;Airbus A320-232; Y180 ; 29 Jul 2020 ; Parked, lsd ; 13.5 Years ;;
; VN-A562 ;Airbus A320-232; Y180 ; 29 Jul 2020 ; Parked, lsd ; 11.2 Years ;;
; VN-A563 ;Airbus A320-232; Y180 ; 29 Jul 2020 ; Parked, lsd ; 16.6 Years ;;
; VN-A564 ;Airbus A320-232(WL); Y186 ; 29 Jul 2020 ;lsd ; 5.7 Years ;;
; VN-A565 ;Airbus A320-232(WL); Y186 ; 29 Jul 2020 ;lsd ; 5.6 Years ;;
; VN-A566 ;Airbus A320-232(WL); Y186 ; 29 Jul 2020 ;lsd ; 5.4 Years ;;
; VN-A567 ;Airbus A320-232(WL); Y186 ; 29 Jul 2020 ;lsd, Tea Plus cs ; 5.3 Years ;;
; VN-A568 ;Airbus A320-232(WL); Y186 ; 29 Jul 2020 ; Parked, lsd ; 4.7 Years ;;
; VN-A569 ;Airbus A320-232(WL); Y186 ; 29 Jul 2020 ; Parked, lsd ; 4.7 Years ;;
; VN-A570 ;Airbus A320-232(WL); Y186 ; 29 Jul 2020 ;lsd ; 4.7 Years ;;
; VN-A571 ;Airbus A320-232(WL); Y186 ; 29 Jul 2020 ; Parked, lsd ; 4.6 Years ;;
; VN-A572 ;Airbus A320-232(WL); Y186 ; 29 Jul 2020 ;lsd ; 4.6 Years ;;
; VN-A573 ;Airbus A320-232(WL); Y186 ; 29 Jul 2020 ; Parked, lsd ; 4.5 Years ;;
; VN-A577 ;Airbus A320-232(WL); Y186 ; 29 Jul 2020 ;lsd ; 4.2 Years ;;
