;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; N11181 ;BAC 1-11-215AU One-Eleven; Y79 ; 15 Apr 1966 ; 11 Mar 1969 ;N1130J Mohawk Airlines ;Queen Kapiolani ;;
; N11182 ;BAC 1-11-215AU One-Eleven; Y79 ; 7 Jun 1966 ; 17 Mar 1969 ;N1131J Mohawk Airlines ;;;
; N11183 ;BAC 1-11-215AU One-Eleven; Y79 ; 31 May 1967 ; 14 Apr 1969 ;N1132J Mohawk Airlines ;Queen Kaahumanu ;;
; N73715 ;Boeing 737-159;; 15 Mar 1978 ; 7 Sep 1978 ;N472GB Air California ;King Lunalilo ;;
; N73717 ;Boeing 737-159;; 12 Apr 1973 ; 30 Sep 1977 ;N471GB Air California ;King Kaumaulti ;;
; G-BADP ;Boeing 737-204(A);; 23 Oct 1990 ; 28 Mar 1991 ;G-BADP Britannia Airways ;lsf Britannia Airways ;;
; G-BADR ;Boeing 737-204(A);; 10 Nov 1990 ; 27 Feb 1991 ;G-BADR Britannia Airways ;lsf Britannia Airways ;;
; G-BGYK ;Boeing 737-204(A);; 9 Feb 1990 ; 28 Apr 1990 ;G-BGYK Britannia Airways ;lsf Britannia Airways ;;
; N195AW ;Boeing 737-284(A);; 20 Aug 1991 ; 26 Oct 1993 ;N195AW Viscount Air Service ;lsd ;;
; N196AW ;Boeing 737-284(A);; 26 Aug 1991 ; 30 Sep 1993 ;N310VA Viscount Air Service ;;;
; N250TR ;Boeing 737-2K5(A); Y112 ; 28 Sep 2006 ; Apr 2008 ;N250TR Pace Airlines ;lsf Pace Airlines ;;
; N252TR ;Boeing 737-228(A); Y112 ; 7 Oct 2006 ; 1 Apr 2008 ;N252TR Pace Airlines ;lsf Pace Airlines ;;
; N469AC ;Boeing 737-293;; Oct 1975 ; 27 Mar 1976 ;N469AC Air California ;King Liholiho, lsf Air California ;;
; N4906 ;Boeing 737-210C;; 4 Aug 1985 ; 20 Oct 1990 ;F-GGFI TAT - Transport Aérien Transrégional ;lsd ;;
; N570GB ;Boeing 737-2C0;; 31 Jan 1969 ; 27 Jan 1970 ;N7378F Frontier Airlines ;lsd ;;
; N571GB ;Boeing 737-2C0;; 11 Feb 1969 ; 20 Jan 1970 ;N7379F Frontier Airlines ;lsd ;;
; N572GB ;Boeing 737-2C0;; 4 Mar 1969 ; 20 Jan 1970 ;N7372F Frontier Airlines ;lsd ;;
; N573GB ;Boeing 737-2C0;; 13 Mar 1969 ; 26 May 1969 ;N7370F Frontier Airlines ;lsd ;;
; N70720 ;Boeing 737-2E1(A);; 15 Jun 1977 ; 1 Apr 1978 ;EI-BDY Aer Lingus ;;;
