;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; N601XJ ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 23 Jan 2021 ;opf Delta Connection ; 844 ; 16.7 Years ;;;
; N602XJ ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 25 Feb 2021 ;opf Delta Connection ; 845 ; 16.6 Years ;;;
; N685BR ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Feb 2021 ;opf Delta Connection ;; 19.4 Years ;;;
; N686BR ;Bombardier CRJ-200ER (CL-600-2B19); Y50 ; 16 Jan 2017 ;opf Delta Connection ; 8715 ; 19.3 Years ;;;
; N800AY ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 800 ; 17.3 Years ;;;
; N801AY ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 801 ; 17.3 Years ;;;
; N819AY ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 819 ; 17 Years ;;;
; N820AY ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 820 ; 17 Years ;;;
; N832AY ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 832 ; 16.9 Years ;;;
; N833AY ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 833 ; 16.9 Years ;;;
; N834AY ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 834 ; 16.9 Years ;;;
; N835AY ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 835 ; 16.8 Years ;;;
; N836AY ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 836 ; 16.8 Years ;;;
; N840AY ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 840 ; 16.8 Years ;;;
; N8694A ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 8694 ; 19.5 Years ;;;
; N8775A ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ; Parked, opf Delta Connection ; 8775 ; 19 Years ;;;
; N8783E ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 8783 ; 19 Years ;;;
; N8836A ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 8836 ; 18.5 Years ;;;
; N8837B ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 8837 ; 18.5 Years ;;;
; N8839E ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 8839 ; 18.5 Years ;;;
; N8847A ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 8847 ; 18.5 Years ;;;
; N8869B ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 8869 ; 18.4 Years ;;;
; N8877A ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 8877 ; 18.3 Years ;;;
; N8894A ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 8894 ; 18.2 Years ;;;
; N8896A ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 8896 ; 18.1 Years ;;;
; N8903A ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 25 Mar 2021 ;opf Delta Connection ; 8903 ; 18.1 Years ;;;
; N8908D ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 8908 ; 18 Years ;;;
; N8918B ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 8918 ; 18 Years ;;;
; N8928A ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 8928 ; 17.9 Years ;;;
; N8932C ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 28 Apr 2021 ;opf Delta Connection ; 8932 ; 17.9 Years ;;;
; N8933B ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 26 Mar 2021 ;opf Delta Connection ;; 17.9 Years ;;;
; N8936A ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 8936 ; 17.9 Years ;;;
; N8942A ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 29 Jan 2021 ;opf Delta Connection ;; 17.8 Years ;;;
; N8943A ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ; Parked, opf Delta Connection ; 8943 ; 17.8 Years ;;;
; N8946A ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 8946 ; 17.8 Years ;;;
; N8965E ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 24 Feb 2021 ;opf Delta Connection ;; 17.5 Years ;;;
; N8968E ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 26 Feb 2021 ;opf Delta Connection ;; 17.5 Years ;;;
; N8969A ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ; Parked, opf Delta Connection ; 8969 ; 17.5 Years ;;;
; N8970D ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ; Parked, opf Delta Connection ; 8970 ; 17.5 Years ;;;
; N8974C ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 8974 ; 17.5 Years ;;;
; N8976E ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 8976 ; 17.5 Years ;;;
; N8980A ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ; Parked, opf Delta Connection ; 8980 ; 17.5 Years ;;;
; N8986B ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Aug 2013 ;opf Delta Connection ; 8986 ; 17.3 Years ;;;
; N924EV ;Bombardier CRJ-200ER (CL-600-2B19); Y50 ; 22 Feb 2017 ;opf Delta Connection ; 8830 ; 18.6 Years ;;;
; N927EV ;Bombardier CRJ-200ER (CL-600-2B19); Y50 ; 24 Feb 2017 ;opf Delta Connection ; 8844 ; 18.5 Years ;;;
; N980EV ;Bombardier CRJ-200ER (CL-600-2B19); Y50 ; 19 Jan 2017 ;opf Delta Connection ; 8759 ; 19 Years ;;;
; N981EV ;Bombardier CRJ-200ER (CL-600-2B19); Y50 ; 4 Apr 2017 ; Parked, opf Delta Connection ; 8768 ; 19 Years ;;;
; N317CA ;Bombardier CRJ-701ER (CL-600-2C10); C9Y60 ; 31 Oct 2019 ;opf Delta Connection ; 10055 ; 19.5 Years ;;;
; N331CA ;Bombardier CRJ-701ER (CL-600-2C10); C9Y60 ; 25 Oct 2019 ;opf Delta Connection ; 10061 ; 19.4 Years ;;;
