;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; CN-COE ;ATR 72-600 (72-212A); Y70 ; 16 Aug 2011 ;; 10.7 Years ;;
; CN-COF ;ATR 72-600 (72-212A); Y70 ; 19 Aug 2011 ;; 10.6 Years ;;
; CN-COG ;ATR 72-600 (72-212A); Y70 ; 23 Jul 2012 ;; 9.6 Years ;;
; CN-COH ;ATR 72-600 (72-212A); Y70 ; 12 Jul 2012 ;; 9.7 Years ;;
; CN-COI ;ATR 72-600 (72-212A); Y70 ; 2 May 2014 ;; 7.9 Years ;;
; CN-COJ ;ATR 72-600 (72-212A); Y70 ; 27 Dec 2018 ;; 3.2 Years ;;
; CN-MAX ;Boeing 737-8 MAX; C12Y144 ; 21 Dec 2018 ; Parked ; 3.2 Years ;;
; CN-MAY ;Boeing 737-8 MAX; C12Y144 ; 1 Mar 2019 ;; 3.1 Years ;;
; CN-RNL ;Boeing 737-7B6(WL); C12Y102 ; 16 Apr 1999 ; Parked ; 22.9 Years ;;
; CN-RNM ;Boeing 737-7B6(WL); C12Y102 ; 19 Apr 2009 ; Parked ; 22.8 Years ;;
; CN-RNQ ;Boeing 737-7B6(WL); C12Y102 ; 11 Apr 2000 ; Parked ; 22 Years ;;
; CN-RNR ;Boeing 737-7B6(WL); C12Y102 ; 22 Apr 2000 ; Parked ; 22 Years ;;
; CN-RNV ;Boeing 737-7B6(WL); C12Y102 ; 9 Jan 2003 ; Parked ; 19.2 Years ;;
; CN-ROD ;Boeing 737-7B6(WL); C12Y102 ; 3 Mar 2006 ; Parked ; 16 Years ;;
; CN-RGE ;Boeing 737-86N(WL); C12Y147 ; 23 Aug 2011 ;lsd ; 10.5 Years ;;
; CN-RGF ;Boeing 737-86N(WL); C12Y147 ; 16 Sep 2011 ;lsd ; 10.5 Years ;;
; CN-RGG ;Boeing 737-86N(WL); C12Y147 ; 26 Oct 2011 ;lsd ; 10.4 Years ;;
; CN-RGH ;Boeing 737-86N(WL); C12Y147 ; 29 Nov 2011 ;lsd ; 10.3 Years ;;
; CN-RGI ;Boeing 737-86N(WL); C12Y147 ; 7 Dec 2011 ;lsd ; 10.3 Years ;;
; CN-RGJ ;Boeing 737-8B6(WL); C12Y147 ; 7 Mar 2012 ;oneworld cs ; 10 Years ;;
; CN-RGK ;Boeing 737-8B6(WL); C12Y147 ; 21 Mar 2012 ;; 10 Years ;;
; CN-RGM ;Boeing 737-8B6(WL); C12Y147 ; 13 Mar 2013 ; Parked ; 9 Years ;;
; CN-RGN ;Boeing 737-8B6(WL); C12Y147 ; 14 Mar 2013 ;"50th Boeing 737" titles ; 9 Years ;;
; CN-RGV ;Boeing 737-85P(WL); C12Y147 ; 24 Jun 2017 ; Parked, lsd, 60 Years cs ; 14.6 Years ;;
; CN-RNJ ;Boeing 737-8B6(WL); C12Y147 ; 10 Jul 1998 ; Parked ; 23.7 Years ;;
; CN-RNK ;Boeing 737-8B6(WL); C12Y147 ; 15 Jul 1998 ;; 23.7 Years ;;
; CN-RNP ;Boeing 737-8B6(WL); C12Y147 ; 11 Apr 2000 ;; 22.1 Years ;;
; CN-RNU ;Boeing 737-8B6(WL); C12Y147 ; 29 Mar 2002 ;; 19.9 Years ;;
; CN-RNW ;Boeing 737-8B6(WL); C12Y147 ; 9 Jul 2003 ; Parked ; 18.7 Years ;;
; CN-RNZ ;Boeing 737-8B6(WL); C12Y147 ; 20 Jan 2004 ;; 18.2 Years ;;
; CN-ROA ;Boeing 737-8B6(WL); C12Y147 ; 27 Feb 2004 ;; 18 Years ;;
; CN-ROB ;Boeing 737-8B6(WL); C12Y147 ; 8 Feb 2005 ;; 17.1 Years ;;
; CN-ROC ;Boeing 737-8B6(WL); C12Y147 ; 8 Mar 2005 ;; 17 Years ;;
; CN-ROE ;Boeing 737-8B6(WL); C12Y147 ; 7 Apr 2006 ;; 15.9 Years ;;
; CN-ROH ;Boeing 737-85P(WL); C12Y147 ; 1 Jun 2006 ;lsd ; 15.8 Years ;;
; CN-ROJ ;Boeing 737-85P(WL); C12Y147 ; 31 Mar 2007 ;lsd ; 15.7 Years ;;
; CN-ROK ;Boeing 737-8B6(WL); C12Y147 ; 15 Feb 2007 ;; 15.1 Years ;;
; CN-ROL ;Boeing 737-8B6(WL); C12Y147 ; 13 Mar 2007 ;; 15 Years ;;
; CN-ROP ;Boeing 737-8B6(WL); C12Y147 ; 7 Feb 2008 ;; 14.1 Years ;;
; CN-ROR ;Boeing 737-8B6(WL); C12Y147 ; 3 Mar 2008 ;; 14 Years ;;
; CN-ROS ;Boeing 737-8B6(WL); C12Y147 ; 31 Dec 2008 ;; 13.2 Years ;;
; CN-ROT ;Boeing 737-8B6(WL); C12Y147 ; 28 Apr 2009 ;; 12.9 Years ;;
; CN-ROU ;Boeing 737-8B6(WL); C12Y147 ; 26 May 2009 ;; 12.8 Years ;;
; CN-ROY ;Boeing 737-8B6(WL); C12Y147 ; 21 Apr 2010 ;; 11.9 Years ;;
; CN-ROZ ;Boeing 737-8B6(WL); C12Y147 ; 29 Apr 2010 ;; 11.9 Years ;;
; CN-ROW ;Boeing 767-343ER(BCF); Cargo ; 19 Mar 2018 ;; 23 Years ;;
; CN-RGB ;Boeing 787-8 Dreamliner; C18Y256 ; 31 Dec 2014 ;oneworld cs ; 7.2 Years ;;
; CN-RGC ;Boeing 787-8 Dreamliner; C18Y256 ; 9 Apr 2015 ;; 6.9 Years ;;
; CN-RGS ;Boeing 787-8 Dreamliner; C18Y256 ; 8 Jul 2016 ; Parked ; 5.7 Years ;;
; CN-RGT ;Boeing 787-8 Dreamliner; C18Y256 ; 1 Aug 2016 ;; 5.6 Years ;;
