;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VP-BFB ;Boeing 737-8LJ(WL); Y189 ; 10 Apr 2021 ;lsd ; 4 Years ;;
; VP-BGQ ;Boeing 737-8LJ(WL); Y189 ; 23 Jul 2020 ;lsd ; 5.5 Years ;;
; VP-BGR ;Boeing 737-8LJ(WL); Y189 ; 22 Jul 2020 ;lsd ; 5.3 Years ;;
; VP-BOD ;Boeing 737-8LJ(WL); Y189 ; 21 Jul 2020 ;lsd ; 4.6 Years ;;
; VP-BOH ;Boeing 737-8LJ(WL); Y189 ; 22 Jul 2020 ;lsd ; 4.2 Years ;;
; VP-BPJ ;Boeing 737-8AL(WL); Y189 ; 20 Oct 2017 ;lsd ; 4.4 Years ;;
; VP-BPK ;Boeing 737-8AL(WL); Y189 ; 9 Nov 2017 ;lsd ; 4.3 Years ;;
; VP-BPL ;Boeing 737-8AL(WL); Y189 ; 14 Nov 2017 ;lsd ; 4.3 Years ;;
; VP-BPS ;Boeing 737-8AL(WL); Y189 ; 28 Nov 2017 ;lsd ; 4.3 Years ;;
; VP-BPT ;Boeing 737-8AL(WL); Y189 ; 15 Feb 2018 ;lsd ; 4.1 Years ;;
; VP-BPU ;Boeing 737-8AL(WL); Y189 ; 29 Mar 2018 ;lsd ; 3.9 Years ;;
; VP-BPV ;Boeing 737-8AL(WL); Y189 ; 1 May 2018 ;lsd ; 3.8 Years ;;
; VP-BPX ;Boeing 737-8AL(WL); Y189 ; 30 May 2018 ;lsd ; 3.8 Years ;;
; VP-BQB ;Boeing 737-8MC(WL); Y189 ; 27 Aug 2018 ;lsd ; 3.6 Years ;;
; VP-BQC ;Boeing 737-8MC(WL); Y189 ; 19 Sep 2018 ;lsd ; 3.5 Years ;;
; VP-BQE ;Boeing 737-8MC(WL); Y189 ; 29 Oct 2018 ;lsd ; 3.4 Years ;;
; VP-BQG ;Boeing 737-8MC(WL); Y189 ; 30 Nov 2018 ;lsd ; 3.3 Years ;;
; VP-BQH ;Boeing 737-8MC(WL); Y189 ; 17 Jan 2019 ;lsd ; 3.2 Years ;;
; VP-BQJ ;Boeing 737-8MC(WL); Y189 ; 31 Jan 2019 ;lsd ; 3.1 Years ;;
; VP-BQM ;Boeing 737-8MC(WL); Y189 ; 28 Mar 2019 ;lsd ; 2.9 Years ;;
; VP-BQQ ;Boeing 737-8MC(WL); Y189 ; 29 Mar 2019 ;lsd ; 2.9 Years ;;
; VP-BQY ;Boeing 737-8MC(WL); Y189 ; 29 Apr 2019 ; Parked, lsd ; 2.8 Years ;;
; VP-BQZ ;Boeing 737-8MC(WL); Y189 ; 19 Jun 2019 ; Parked, lsd ; 2.8 Years ;;
; VQ-BAW ;Boeing 737-8MA(WL); Y189 ; 29 Apr 2015 ;lsd ; 6.9 Years ;;
; VQ-BHC ;Boeing 737-8LJ(WL); Y189 ; 2 Jul 2021 ;lsd, Му́рманск - столица Арктики (Murmansk - Capital of the Arctic) cs ; 3.9 Years ;;
; VQ-BHD ;Boeing 737-8LJ(WL); Y189 ; 9 Jun 2021 ;lsd ; 3.9 Years ;;
; VQ-BHQ ;Boeing 737-8LJ(WL); Y189 ; 17 Jun 2021 ;lsd ; 3.7 Years ;;
; VQ-BHR ;Boeing 737-8LJ(WL); Y189 ; 31 May 2021 ;lsd ; 3.6 Years ;;
; VQ-BHT ;Boeing 737-8LJ(WL); Y189 ; 20 May 2021 ;lsd ; 3.4 Years ;;
; VQ-BHU ;Boeing 737-8LJ(WL); Y189 ; 15 Apr 2021 ; Parked, lsd ; 3.2 Years ;;
; VQ-BHV ;Boeing 737-8LJ(WL); Y189 ; 16 Mar 2021 ;lsd ; 3.3 Years ;;
; VQ-BHW ;Boeing 737-8LJ(WL); Y189 ; 6 May 2021 ;lsd ; 3.4 Years ;;
; VQ-BHX ;Boeing 737-8LJ(WL); Y189 ; 28 Feb 2021 ;lsd ; 3.3 Years ;;
; VQ-BTC ;Boeing 737-8MA(WL); Y189 ; 15 Nov 2014 ;lsd ; 7.4 Years ;;
; VQ-BTD ;Boeing 737-8MA(WL); Y189 ; 13 Dec 2014 ;lsd ; 7.3 Years ;;
; VQ-BTE ;Boeing 737-81D(WL); Y189 ; 22 Dec 2014 ;lsd ; 7.5 Years ;;
; VQ-BTG ;Boeing 737-8FZ(WL); Y189 ; 12 Nov 2014 ;lsd, Pearl of the Baltic - Жемчужина Балтики cs ; 7.8 Years ;;
; VQ-BTH ;Boeing 737-8LJ(WL); Y189 ; 27 Dec 2014 ;lsd ; 7.5 Years ;;
; VQ-BTI ;Boeing 737-8LJ(WL); Y189 ; 26 Dec 2014 ;lsd ; 7.6 Years ;;
; VQ-BTJ ;Boeing 737-8LJ(WL); Y189 ; 25 Dec 2014 ;lsd ; 7.4 Years ;;
; VQ-BTS ;Boeing 737-8FZ(WL); Y189 ; 10 Nov 2014 ;lsd, Отдыхай на Ставрополье cs ; 7.9 Years ;;
; VQ-BWG ;Boeing 737-8LJ(WL); Y189 ; 5 Mar 2015 ;lsd ; 7 Years ;;
; VQ-BWH ;Boeing 737-8LJ(WL); Y189 ; 12 Mar 2015 ;lsd ; 7 Years ;;
; VQ-BWI ;Boeing 737-8LJ(WL); Y189 ; 4 Jun 2015 ;lsd ; 6.8 Years ;;
