;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; P4-MLO ;Airbus A330-243; VIP ; May 2019 ;; 20.1 Years ;;
; P4-CLA ;Boeing 767-2DXER; VIP ; 30 Aug 2011 ;; 20.3 Years ;;
; P4-787 ;Boeing 787-8 Dreamliner;; 8 Feb 2021 ;; 8.6 Years ;;
