;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; TC-SMA ;Boeing 737-8 MAX; Y189 ; 21 Dec 2021 ;; 0.3 Years ;;
; TC-SMB ;Boeing 737-8 MAX; Y189 ; 14 Jan 2022 ;; 0.3 Years ;;
; TC-SMD ;Boeing 737-8 MAX; Y189 ; 24 Dec 2021 ;; 0.3 Years ;;
; TC-SME ;Boeing 737-8 MAX; Y189 ; 22 Jan 2022 ;; 0.2 Years ;;
; TC-SOI ;Boeing 737-8 MAX; Y189 ; 8 Dec 2021 ;; 2.9 Years ;;
; TC-SOJ ;Boeing 737-8 MAX; Y189 ; 14 Dec 2021 ;; 2.7 Years ;;
; TC-SOK ;Boeing 737-8 MAX; Y189 ; 19 Jan 2022 ;; 2.7 Years ;;
; TC-SOL ;Boeing 737-8 MAX; Y189 ; 18 Dec 2021 ;; 2.8 Years ;;
; TC-SOM ;Boeing 737-8 MAX; Y189 ; 21 Jan 2022 ;; 2.7 Years ;;
; TC-SBN ;Boeing 737-86N(WL); Y189 ; 14 Jun 2014 ;lsd, opf Anadolu Jet ; 14.9 Years ;;
; TC-SBP ;Boeing 737-86N(WL); Y189 ; 16 Jul 2014 ;lsd, opf Anadolu Jet ; 15.9 Years ;;
; TC-SBR ;Boeing 737-86N(WL); Y189 ; 24 Jul 2014 ;lsd, opf Anadolu Jet ; 15.8 Years ;;
; TC-SBV ;Boeing 737-86N(WL); Y189 ; 21 Mar 2014 ;lsd, opf Anadolu Jet ; 19.9 Years ;;
; TC-SCF ;Boeing 737-8AL(WL); Y189 ; 21 May 2015 ;lsd, opf Anadolu Jet ; 6.8 Years ;;
; TC-SCG ;Boeing 737-8AL(WL); Y189 ; 24 Jun 2015 ;lsd, opf Anadolu Jet ; 6.7 Years ;;
; TC-SEI ;Boeing 737-8HC(WL); Y189 ; 10 Jun 2015 ; Parked ; 6.7 Years ;;
; TC-SEJ ;Boeing 737-8HC(WL); Y189 ; 5 Aug 2015 ;"30 Years" sticker ; 6.6 Years ;;
; TC-SEK ;Boeing 737-8HC(WL); Y189 ; 15 Sep 2015 ; Parked ; 6.5 Years ;;
; TC-SEM ;Boeing 737-8HC(WL); Y189 ; 30 Sep 2015 ;; 6.4 Years ;;
; TC-SEN ;Boeing 737-8HC(WL); Y189 ; 14 Jul 2015 ;; 6.7 Years ;;
; TC-SEO ;Boeing 737-8HC(WL); Y189 ; 3 Mar 2016 ;"30 Years" sticker ; 6 Years ;;
; TC-SEP ;Boeing 737-8HC(WL); Y189 ; 19 Apr 2016 ;; 5.9 Years ;;
; TC-SEU ;Boeing 737-8HC(WL); Y189 ; 28 Apr 2016 ;; 5.9 Years ;;
; TC-SEY ;Boeing 737-8HC(WL); Y189 ; 6 May 2016 ;; 5.8 Years ;;
; TC-SEZ ;Boeing 737-8HC(WL); Y189 ; 27 May 2016 ;"30 Years" sticker ; 5.8 Years ;;
; TC-SNN ;Boeing 737-8HC(WL); Y189 ; 27 Apr 2010 ;"30 Years" sticker ; 11.9 Years ;;
; TC-SNR ;Boeing 737-8HC(WL); Y189 ; 29 Jul 2010 ;; 11.6 Years ;;
; TC-SNT ;Boeing 737-8HC(WL); Y189 ; 15 May 2018 ; Parked ; 11.5 Years ;;
; TC-SNU ;Boeing 737-8HC(WL); Y189 ; 8 Nov 2010 ;Shaun das Schaf - UFO-Alarm (Shaun the Sheep - Farmageddon) cs ; 11.3 Years ;;
; TC-SNV ;Boeing 737-86J(WL); Y189 ; 1 Jun 2014 ; Parked, lsd ; 23.3 Years ;;
; TC-SOA ;Boeing 737-8HC(WL); Y189 ; 25 Jun 2016 ; Parked ; 5.7 Years ;;
; TC-SOB ;Boeing 737-8HC(WL); Y189 ; 16 Jun 2016 ;; 5.7 Years ;;
; TC-SOC ;Boeing 737-8HC(WL); Y189 ; 10 Mar 2017 ;"30 Years" sticker ; 5 Years ;;
; TC-SOD ;Boeing 737-8HC(WL); Y189 ; 29 Mar 2017 ;; 5 Years ;;
; TC-SOE ;Boeing 737-8HC(WL); Y189 ; 11 Apr 2017 ;; 4.9 Years ;;
; TC-SOF ;Boeing 737-8HC(WL); Y189 ; 27 Apr 2017 ;; 4.9 Years ;;
; TC-SOG ;Boeing 737-8HC(WL); Y189 ; 9 May 2017 ;; 4.8 Years ;;
; TC-SOH ;Boeing 737-8HC(WL); Y189 ; 22 May 2017 ;; 4.8 Years ;;
; TC-SON ;Boeing 737-86J(WL); Y189 ; Jul 2019 ; Parked, lsd, "30 Years" sticker ; 17.2 Years ;;
; TC-SOO ;Boeing 737-8AS(WL); Y189 ; 21 Jun 2019 ;lsd ; 18.1 Years ;;
; TC-SOP ;Boeing 737-8AS(WL); Y189 ; 29 Jun 2019 ;lsd ; 18 Years ;;
; TC-SOR ;Boeing 737-8AS(WL); Y189 ; 26 Jun 2019 ;lsd ; 18 Years ;;
; TC-SOT ;Boeing 737-8Z9(WL); Y189 ; Sep 2020 ; Parked, lsd ; 23 Years ;;
; TC-SOV ;Boeing 737-8HC(WL); Y189 ; 10 Aug 2020 ;; 11.8 Years ;;
; TC-SOY ;Boeing 737-8HC(WL); Y189 ; 10 Aug 2020 ;; 11.7 Years ;;
; TC-SOZ ;Boeing 737-8HX(WL); Y189 ; Aug 2020 ; Parked, lsd ; 14.1 Years ;;
; TC-SPA ;Boeing 737-8HX(WL); Y189 ; Jun 2021 ; Parked, lsd ; 14 Years ;;
; TC-SPB ;Boeing 737-86Q(WL); Y189 ; 3 Nov 2020 ; Parked, lsd ; 20.9 Years ;;
; TC-SPC ;Boeing 737-8AS(WL); Y189 ; 8 Sep 2020 ;lsd, Eintracht Frankfurt cs ; 11 Years ;;
; TC-SPD ;Boeing 737-8AS(WL); Y189 ; 9 Sep 2020 ;lsd ; 10.9 Years ;;
; TC-SPE ;Boeing 737-8HC(WL); Y189 ; 30 Sep 2020 ; Parked, lsd ; 13.8 Years ;;
; TC-SPF ;Boeing 737-8K5(WL); Y189 ; 2 Oct 2020 ;lsd, SunExpress Campaign cs ; 10.9 Years ;;
; TC-SUU ;Boeing 737-86Q(WL); Y189 ; 3 Apr 2005 ;lsd ; 20.8 Years ;;
