;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; OY-TCD ;Airbus A321-211(WL); Y212 ; 31 Oct 2019 ;lsd ; 7.4 Years ;;
; OY-TCE ;Airbus A321-211(WL); Y212 ; 31 Oct 2019 ;lsd ; 7.3 Years ;;
; OY-TCF ;Airbus A321-211(WL); Y212 ; 31 Oct 2019 ;lsd ; 7.3 Years ;;
; OY-TCG ;Airbus A321-211(WL); Y212 ; 31 Oct 2019 ;lsd ; 7.2 Years ;;
; OY-TCH ;Airbus A321-211(WL); Y212 ; 31 Oct 2019 ;lsd ; 7.1 Years ;;
; OY-TCI ;Airbus A321-211(WL); Y212 ; 29 Nov 2019 ;lsd ; 7.1 Years ;;
; OY-VKC ;Airbus A321-211; Y212 ; 31 Oct 2019 ;lsd ; 19 Years ;;
; OY-VKD ;Airbus A321-211; Y212 ; 31 Oct 2019 ;lsd ; 18.9 Years ;;
; OY-VKF ;Airbus A330-243; W49Y273 ; 31 Oct 2019 ;; 22.3 Years ;;
; OY-VKI ;Airbus A330-343; Y388 (Winter) / Y396 (Summer) ; 31 Oct 2019 ;lsd ; 21.5 Years ;;
; OY- ;Airbus A330-941;; On Order ;lsd ; 1.1 Years ;;
