;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; A6-FMA ;Boeing 737-8 MAX; C10Y156 ; 29 Aug 2017 ;; 4.5 Years ;;
; A6-FMB ;Boeing 737-8 MAX; C10Y156 ; 28 Sep 2017 ;; 4.4 Years ;;
; A6-FMC ;Boeing 737-8 MAX; C10Y156 ; 28 Nov 2017 ;; 4.3 Years ;;
; A6-FMD ;Boeing 737-8 MAX; C10Y156 ; 20 Nov 2017 ;; 4.3 Years ;;
; A6-FME ;Boeing 737-8 MAX; C10Y156 ; 28 Dec 2017 ;; 4.2 Years ;;
; A6-FMF ;Boeing 737-8 MAX; C10Y156 ; 1 Aug 2018 ;; 3.6 Years ;;
; A6-FMG ;Boeing 737-8 MAX; C10Y156 ; 10 Nov 2018 ;; 3.3 Years ;;
; A6-FMH ;Boeing 737-8 MAX; C10Y156 ; 30 Dec 2018 ;; 3.2 Years ;;
; A6-FMI ;Boeing 737-8 MAX; C10Y156 ; 19 Dec 2018 ;; 3.2 Years ;;
; A6-FMJ ;Boeing 737-8 MAX; C10Y156 ; 23 Jan 2019 ;; 3.1 Years ;;
; A6-FMK ;Boeing 737-8 MAX; C10Y156 ; 30 Jun 2021 ;; 3 Years ;;
; A6-FML ;Boeing 737-8 MAX; C10Y156 ; 30 Nov 2021 ;; 3 Years ;;
; A6-FMM ;Boeing 737-8 MAX; C10Y156 ; 24 Jun 2021 ;; 2.7 Years ;;
; A6-FMN ;Boeing 737-8 MAX; C10Y156 ; 31 Dec 2021 ;; 2.2 Years ;;
; A6-FMO ;Boeing 737-8 MAX; C10Y156 ; 31 Jan 2022 ; Parked ; 2.1 Years ;;
; A6-FMP ;Boeing 737-8 MAX; C10Y156 ; 30 Dec 2021 ;; 1.1 Years ;;
; A6-FMQ ;Boeing 737-8 MAX; C10Y156 ; 15 Jul 2021 ;lsd ; 0.7 Years ;;
; A6-FMR ;Boeing 737-8 MAX; C10Y156 ; 29 Jul 2021 ;lsd ; 0.7 Years ;;
; A6-FMS ;Boeing 737-8 MAX; C10Y156 ; 22 Sep 2021 ;lsd ; 0.5 Years ;;
; A6-FMT ;Boeing 737-8 MAX; C10Y156 ; 15 Sep 2021 ;lsd ; 0.5 Years ;;
; A6-FMU ;Boeing 737-8 MAX; C10Y156 ; 10 Nov 2021 ;; 0.4 Years ;;
; A6-FMV ;Boeing 737-8 MAX; C10Y156 ; 19 Nov 2021 ;; 0.3 Years ;;
; A6-FMW ;Boeing 737-8 MAX; C10Y156 ; 20 Jan 2022 ; Parked ; 0.2 Years ;;
; A6-FMX ;Boeing 737-8 MAX; C10Y156 ; On Order ;;;;
; A6-FMY ;Boeing 737-8 MAX; C10Y156 ; On Order ;;;;
; A6-FMZ ;Boeing 737-8 MAX; C10Y156 ; On Order ;;;;
; A6-MAX ;Boeing 737-8 MAX; C10Y156 ; 31 Jul 2017 ;; 4.6 Years ;;
; A6-FNA ;Boeing 737-9 MAX; C16Y156 ; 27 Nov 2018 ;; 3.3 Years ;;
; A6-FNB ;Boeing 737-9 MAX; C16Y156 ; 30 Nov 2018 ;; 3.3 Years ;;
; A6-FNC ;Boeing 737-9 MAX; C16Y156 ; 11 Dec 2018 ;; 3.3 Years ;;
; A6-FDZ ;Boeing 737-8KN(WL); C12Y162 ; 20 Jun 2012 ;lsd ; 9.7 Years ;;
; A6-FEA ;Boeing 737-8KN(WL); C12Y162 ; 30 Jul 2012 ;lsd ; 9.7 Years ;;
; A6-FEB ;Boeing 737-8KN(WL); C12Y162 ; 17 Oct 2012 ;; 9.4 Years ;;
; A6-FEC ;Boeing 737-8KN(WL); C12Y162 ; 13 Nov 2012 ;; 9.3 Years ;;
; A6-FED ;Boeing 737-8KN(WL); C12Y162 ; 10 Dec 2012 ;; 9.3 Years ;;
; A6-FEE ;Boeing 737-8KN(WL); C12Y162 ; 29 Apr 2013 ;; 8.9 Years ;;
; A6-FEG ;Boeing 737-8KN(WL); C12Y162 ; 29 Jul 2013 ;lsd ; 8.7 Years ;;
; A6-FEJ ;Boeing 737-8KN(WL); C12Y162 ; 9 Dec 2013 ;; 8.3 Years ;;
; A6-FEK ;Boeing 737-8KN(WL); C12Y162 ; 20 Dec 2013 ;; 8.2 Years ;;
; A6-FEL ;Boeing 737-8KN(WL); C12Y162 ; 10 Feb 2014 ; Parked, lsd ; 8.1 Years ;;
; A6-FEM ;Boeing 737-8KN(WL); C12Y162 ; 14 Jul 2014 ;; 7.7 Years ;;
; A6-FEN ;Boeing 737-8KN(WL); C12Y162 ; 1 Jul 2014 ;; 7.7 Years ;;
; A6-FEO ;Boeing 737-8KN(WL); C12Y162 ; 24 Jul 2014 ;lsd ; 7.6 Years ;;
; A6-FEP ;Boeing 737-8KN(WL); C12Y162 ; 16 Sep 2014 ;; 7.5 Years ;;
; A6-FEQ ;Boeing 737-8KN(WL); C12Y162 ; 14 Oct 2014 ;; 7.4 Years ;;
; A6-FER ;Boeing 737-8KN(WL); C12Y162 ; 10 Nov 2014 ;lsd ; 7.3 Years ;;
; A6-FES ;Boeing 737-8KN(WL); C12Y162 ; 1 Dec 2014 ;; 7.3 Years ;;
; A6-FET ;Boeing 737-8KN(WL); C12Y162 ; 22 Jan 2015 ;lsd ; 7.1 Years ;;
; A6-FEU ;Boeing 737-8KN(WL); C12Y162 ; 19 Feb 2015 ;; 7.1 Years ;;
; A6-FEV ;Boeing 737-8KN(WL); C12Y162 ; 18 Mar 2015 ;lsd ; 7 Years ;;
