;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; 9H-SLD ;Airbus A320-214; Y180 ; 17 May 2021 ;lsd ; 14.1 Years ;;
; 9H-SLE ;Airbus A320-214; Y180 ; 6 Sep 2021 ;lsd, lst Air Peace ; 13.9 Years ;;
; 9H-SLF ;Airbus A320-214; Y180 ; 27 May 2021 ;lsd, lst Air Peace ; 14.2 Years ;;
; 9H-SLH ;Airbus A320-214; Y180 ; 7 Sep 2021 ;lsd, lst Air Peace ; 14 Years ;;
; 9H-SLI ;Airbus A320-214; Y180 ; 7 Sep 2021 ;lsd, lst Air Peace ; 12.9 Years ;;
; 9H-SLJ ;Airbus A320-214; Y180 ; 22 Jul 2021 ;lsd, lst Air Peace ; 12.9 Years ;;
; 9H-SLK ;Airbus A320-214; Y180 ; 6 Sep 2021 ; Parked, lsd ; 20.1 Years ;;
; 9H-CGA ;Airbus A321-211(PCF); Cargo ; 4 Jun 2021 ;lsd, opf DHL ; 23.4 Years ;;
; 9H-CGB ;Airbus A321-211(P2F); Cargo ; 29 Sep 2021 ;lsd, opf DHL ; 22.8 Years ;;
; 9H-CGC ;Airbus A321-231(PCF); Cargo ; Due ; Stored, lsd ; 21.9 Years ;;
; 9H-CGD ;Airbus A321-211(PCF); Cargo ; Due ; Stored, lsd ; 24.1 Years ;;
; 9H-SLC ;Airbus A321-211; Y220 ; 29 Jan 2021 ; Parked, lsd ; 11.4 Years ;;
; 9H-SLG ;Airbus A321-231;; Jul 2021 ;lsd ; 19 Years ;;
; 9H-SMA ;Airbus A330-343; Preighter ; 9 Jun 2021 ; Parked, lsd ; 14 Years ;;
; 9H-SMC ;Airbus A330-343; Preighter ; 28 Jun 2021 ; Parked, lsd ; 13.7 Years ;;
; 9H-SMD ;Airbus A330-343; Preighter ; 3 Jun 2021 ; Parked, lsd ; 9.1 Years ;;
; 9H-SME ;Airbus A330-343; Preighter ; 18 Jun 2021 ;lsd ; 13.5 Years ;;
; 9H-SMF ;Airbus A330-343; Preighter ; 24 Nov 2021 ; Parked, lsd ; 7.8 Years ;;
; 9H-SMI ;Airbus A330-343; Preighter ; 27 Jan 2022 ; Parked, lsd ; 15.5 Years ;;
