;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; OD-MRL ;Airbus A320-232; C24Y102 ; 17 Jan 2012 ;; 10.1 Years ;;
; OD-MRM ;Airbus A320-232; C24Y102 ; 31 Mar 2011 ;; 11 Years ;;
; OD-MRN ;Airbus A320-232; C24Y102 ; 18 Feb 2014 ; Parked ; 11.7 Years ;;
; OD-MRO ;Airbus A320-232; C24Y102 ; 13 May 2013 ;; 11.8 Years ;;
; OD-MRR ;Airbus A320-232; C24Y102 ; 7 Apr 2009 ; Parked ; 13 Years ;;
; OD-MRS ;Airbus A320-232; C24Y102 ; 17 Mar 2009 ; Parked ; 13 Years ;;
; OD-MRT ;Airbus A320-232; C24Y102 ; 12 Feb 2009 ;Retro (75th Anniversary) cs ; 13.2 Years ;;
; T7-MRE ;Airbus A320-232(WL); C24Y102 ; 2 Mar 2016 ;lsd ; 6.1 Years ;;
; T7-MRF ;Airbus A320-232(WL); C24Y102 ; 31 Mar 2016 ;lsd ; 6 Years ;;
; T7-ME1 ;Airbus A321-271NX; C28Y132 ; 9 Jul 2020 ;; 1.7 Years ;;
; T7-ME2 ;Airbus A321-271NX; C28Y132 ; 30 Jul 2020 ;; 1.6 Years ;;
; T7-ME3 ;Airbus A321-271NX; C28Y132 ; 5 Oct 2020 ;"MSN 10000 A320 Family" sticker ; 1.5 Years ;;
; T7-ME4 ;Airbus A321-271NX; C28Y132 ; 30 Nov 2020 ;lsd ; 1.3 Years ;;
; T7-ME5 ;Airbus A321-271NX; C28Y132 ; 22 Dec 2020 ;lsd ; 1.2 Years ;;
; T7-ME6 ;Airbus A321-271NX; C28Y132 ; 29 Dec 2020 ;lsd ; 1.2 Years ;;
; T7-ME7 ;Airbus A321-271NX; C28Y132 ; 30 Nov 2020 ;lsd ; 1.3 Years ;;
; T7-ME8 ;Airbus A321-271NX; C28Y132 ; 14 Apr 2021 ;lsd ; 0.9 Years ;;
; T7-ME9 ;Airbus A321-271NX; C28Y132 ; 11 Jun 2021 ;; 0.8 Years ;;
; OD-MEA ;Airbus A330-243; C44Y200 ; 5 Feb 2009 ;; 13.1 Years ;;
; OD-MEB ;Airbus A330-243; C44Y200 ; 25 Mar 2009 ;; 13 Years ;;
; OD-MEC ;Airbus A330-243; C44Y200 ; 20 May 2009 ;; 13 Years ;;
; OD-MED ;Airbus A330-243; C44Y200 ; 13 May 2013 ; Parked ; 13.8 Years ;;
; OD-MEE ;Airbus A330-243; C44Y200 ; 24 May 2016 ;; 5.8 Years ;;
