;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; B-1617 ;Airbus A320-214(WL); C8Y150 ; 26 Sep 2014 ;lsd ; 7.5 Years ;;
; B-1648 ;Airbus A320-214(WL); C8Y150 ; 14 Jan 2015 ;lsd ; 7.2 Years ;;
; B-1649 ;Airbus A320-214(WL); C8Y150 ; 29 Apr 2015 ;lsd ; 6.9 Years ;;
; B-1693 ;Airbus A320-214(WL); C8Y150 ; 29 May 2015 ;lsd ; 6.8 Years ;;
; B-1695 ;Airbus A320-214(WL); C8Y150 ; 28 Jul 2015 ;lsd ; 6.7 Years ;;
; B-8282 ;Airbus A320-214(WL); C8Y150 ; 24 Dec 2015 ;lsd ; 6.3 Years ;;
; B-8283 ;Airbus A320-214(WL); C8Y150 ; 2 Nov 2015 ;lsd ; 6.4 Years ;;
; B-8430 ;Airbus A320-214(WL); C8Y150 ; 11 Mar 2016 ;lsd ; 6 Years ;;
; B-8442 ;Airbus A320-214(WL); C8Y150 ; 30 May 2016 ;; 5.8 Years ;;
; B-8443 ;Airbus A320-214(WL); C8Y150 ; 26 Jul 2016 ;lsd ; 5.7 Years ;;
; B-8586 ;Airbus A320-214(WL); C8Y150 ; 18 Aug 2017 ;lsd ; 4.6 Years ;;
; B-8986 ;Airbus A320-214(WL); C8Y150 ; 23 May 2017 ;lsd ; 4.8 Years ;;
; B-9955 ;Airbus A320-214(WL); C8Y150 ; 10 Apr 2014 ;lsd ; 7.9 Years ;;
; B-9956 ;Airbus A320-214(WL); C8Y150 ; 8 May 2014 ;lsd ; 7.9 Years ;;
; B-302N ;Airbus A320-271N; Y180 ; 24 Oct 2018 ;lsd ; 3.4 Years ;;
; B-302P ;Airbus A320-271N; Y180 ; 23 Oct 2018 ;lsd ; 3.4 Years ;;
; B-303V ;Airbus A320-271N; Y180 ; 7 Dec 2018 ;lsd ; 3.3 Years ;;
; B-304Q ;Airbus A320-271N; Y180 ; 12 Nov 2018 ;lsd ; 3.3 Years ;;
; B-304R ;Airbus A320-271N; Y180 ; 20 Dec 2018 ;lsd ; 3.2 Years ;;
; B-307V ;Airbus A320-271N; Y180 ; 13 Sep 2019 ;lsd ; 3.3 Years ;;
; B-307W ;Airbus A320-271N; Y180 ; 13 Sep 2019 ;lsd ; 3.2 Years ;;
; B-308R ;Airbus A320-271N; Y180 ; 21 Jun 2019 ;lsd ; 2.7 Years ;;
; B-30A1 ;Airbus A320-271N; Y180 ; 7 Nov 2019 ;lsd ; 2.3 Years ;;
; B-30AT ;Airbus A320-271N; Y180 ; 26 Oct 2019 ;lsd ; 2.4 Years ;;
; B-30AU ;Airbus A320-271N; Y180 ; 5 Dec 2019 ;lsd ; 2.3 Years ;;
; B-30FG ;Airbus A320-271N; Y180 ; 30 Jul 2020 ;lsd ; 1.6 Years ;;
; B-320A ;Airbus A320-271N; Y180 ; 21 Sep 2020 ;lsd ; 1.5 Years ;;
; B-320C ;Airbus A320-271N; Y180 ; 30 Oct 2020 ;lsd ; 1.4 Years ;;
; B-323K ;Airbus A320-271N; Y180 ; 20 May 2021 ;lsd ; 0.8 Years ;;
; B-323W ;Airbus A320-271N; Y180 ; 27 Jul 2021 ;lsd ; 0.6 Years ;;
; B-327L ;Airbus A320-271N; Y180 ; 27 Dec 2021 ;lsd ; 0.2 Years ;;
; B-328F ;Airbus A320-271N; Y180 ; On Order ;;;;
; B-323V ;Airbus A321-271NX;; 29 Oct 2021 ; Parked, lsd ; 0.4 Years ;;
; B-325E ;Airbus A321-271NX;; 26 Nov 2021 ; Parked, lsd ; 0.4 Years ;;
; B-325W ;Airbus A321-271NX;; On Order ;; 0.1 Years ;;
; B-326M ;Airbus A321-271NX;; On Order ;; 0.3 Years ;;
; B-327M ;Airbus A321-271NX;; On Order ;; 0.1 Years ;;
