;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; P2-TAE ;Fokker F50; Y50 ; 18 Aug 2011 ; 18 Feb 2016 ;PH-FZG SAMCO Aircraft Maintenance ;;;
; P2-TAF ;Fokker F50; Y50 ; 8 Sep 2011 ; 16 Jul 2015 ;PH-LMT SAMCO Aircraft Maintenance ;;;
; P2-TAG ;Fokker F50; Y50 ; 5 Jan 2012 ; 18 Feb 2016 ;PH-ZFD SAMCO Aircraft Maintenance ;;;
; P2-TAH ;Fokker F50; Y50 ; 2 Dec 2011 ; 18 Feb 2016 ;PH-FZF SAMCO Aircraft Maintenance ;;;
