;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; VT-IAN ;Airbus A320-232(WL); Y180 ; 6 Mar 2014 ;; 8 Years ;;;
; VT-IAO ;Airbus A320-232(WL); Y180 ; 1 Apr 2014 ; Parked ; 8 Years ;;;
; VT-IAP ;Airbus A320-232(WL); Y180 ; 30 Jul 2014 ;lsd ; 7.6 Years ;;;
; VT-IAQ ;Airbus A320-232(WL); Y180 ; 28 Aug 2014 ;; 7.5 Years ;;;
; VT-IAR ;Airbus A320-232(WL); Y180 ; 22 Sep 2014 ; Parked ; 7.5 Years ;;;
; VT-IAS ;Airbus A320-232(WL); Y180 ; 29 Sep 2014 ;; 7.4 Years ;;;
; VT-IAX ;Airbus A320-232(WL); Y180 ; 7 Oct 2014 ; Parked, lsd ; 7.5 Years ;;;
; VT-IAY ;Airbus A320-232(WL); Y180 ; 3 Nov 2014 ;lsd ; 7.4 Years ;;;
; VT-IFH ;Airbus A320-232(WL); Y180 ; 28 Jan 2013 ;; 9.1 Years ;;;
; VT-IFI ;Airbus A320-232(WL); Y180 ; 1 Feb 2013 ;; 9.1 Years ;;;
; VT-IFK ;Airbus A320-232(WL); Y180 ; 21 Feb 2013 ;; 9 Years ;;;
; VT-IFL ;Airbus A320-232(WL); Y180 ; 14 Mar 2013 ;; 9 Years ;;;
; VT-IFM ;Airbus A320-232(WL); Y180 ; 10 Apr 2013 ; Parked ; 8.9 Years ;;;
; VT-IFN ;Airbus A320-232(WL); Y180 ; 14 May 2013 ; Parked ; 8.9 Years ;;;
; VT-IFP ;Airbus A320-232(WL); Y180 ; 1 Jul 2013 ; Parked ; 8.7 Years ;;;
; VT-IFQ ;Airbus A320-232(WL); Y180 ; 3 Jul 2013 ;; 8.7 Years ;;;
; VT-IFR ;Airbus A320-232(WL); Y180 ; 6 Aug 2013 ;; 8.6 Years ;;;
; VT-IFS ;Airbus A320-232(WL); Y180 ; 29 Aug 2013 ;; 8.6 Years ;;;
; VT-IFV ;Airbus A320-232(WL); Y180 ; 24 Oct 2013 ;; 8.4 Years ;;;
; VT-IFZ ;Airbus A320-232(WL); Y180 ; 3 Feb 2014 ;; 8.1 Years ;;;
; VT-IHZ ;Airbus A320-232; Y180 ; 14 Mar 2019 ;lsd ; 15 Years ;;;
; VT-IKC ;Airbus A320-232; Y180 ; 28 Mar 2019 ;lsd ; 19 Years ;;;
; VT-IIA ;Airbus A320-251N; Y186 ; 27 Aug 2021 ;lsd ; 0.6 Years ;;;
; VT-IIB ;Airbus A320-251N; Y186 ; 6 Sep 2021 ;; 0.6 Years ;;;
; VT-IID ;Airbus A320-251N; Y186 ; 10 Sep 2021 ;lsd ; 0.5 Years ;;;
