;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; OY-CNK ;Airbus A300B4-120;; 24 Jul 1993 ; 13 Aug 1993 ;OY-CNK Conair ;lsf Conair ;;
; TC-JUV ;Airbus A300B4-203;; 10 Dec 1992 ; Sep 1993 ;N226GE GECAS ;lsd ;;
; TC-JUY ;Airbus A300B4-203;; 8 Mar 1993 ; Sep 1993 ;N225GE GECAS ;lsd ;;
; TC-JUP ;Boeing 737-205;; 25 Jul 1991 ; Oct 1992 ;PK-IJA Bouraq Indonesia Airlines ;lsf Transwede Airways ;;
; TC-JUR ;Boeing 737-205;; 25 Jul 1991 ; 6 Dec 1994 ;N412CE Vanguard Airlines ;;;
; TC-JUS ;Boeing 737-2Q8(A);; 31 May 1990 ; 20 Dec 1991 ;HA-LEH Lithuanian Airlines ;;;
; TC-JUT ;Boeing 737-217;; 22 May 1990 ; 27 Aug 1991 ;N3160M Avinves AC ;;;
; TC-JUU ;Boeing 737-2K9(A);; Oct 1992 ; Dec 1992 ;VR-BMX Bavaria Fluggesellschaft ;lsd ;;
; TC-VAA ;Boeing 737-248;; May 1992 ; Jan 1994 ;TC-ALC Albatros Airlines ;lsd ;;
; TC-VAB ;Boeing 737-248;; May 1992 ; Jan 1994 ;TC-ALT Albatros Airlines ;lsd ;;
; TC-JTB ;Boeing 737-3G7;; 20 Feb 1993 ; 1 Nov 1993 ;N784MA Morris Air Service ;lsd ;;
; TC-JTC ;Boeing 737-3G7;; 28 Mar 1993 ; 30 Oct 1993 ;N785MA Morris Air Service ;lsd ;;
