;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; 9M-FYA ;ATR 72-500 (72-212A); Y72 ; 10 Aug 2008 ;; 13.6 Years ;;
; 9M-FYB ;ATR 72-500 (72-212A); Y72 ; 29 Aug 2008 ;Negaraku - Celebrating Community Spirit cs ; 13.5 Years ;;
; 9M-FYC ;ATR 72-500 (72-212A); Y72 ; 19 Sep 2008 ;; 13.5 Years ;;
; 9M-FYD ;ATR 72-500 (72-212A); Y72 ; 24 Oct 2008 ;; 13.4 Years ;;
; 9M-FYE ;ATR 72-500 (72-212A); Y72 ; 12 Dec 2008 ;Discover Selangor cs ; 13.2 Years ;;
; 9M-FYF ;ATR 72-500 (72-212A); Y72 ; 24 Apr 2009 ;; 12.9 Years ;;
; 9M-FYG ;ATR 72-500 (72-212A); Y72 ; 18 Jun 2009 ;; 12.8 Years ;;
; 9M-FYH ;ATR 72-500 (72-212A); Y72 ; 10 Dec 2010 ;; 11.3 Years ;;
; 9M-FYI ;ATR 72-500 (72-212A); Y72 ; 24 Dec 2010 ;; 11.2 Years ;;
; 9M-FYJ ;ATR 72-500 (72-212A); Y72 ; 27 Jan 2011 ;Jom Jalan cs ; 11.1 Years ;;
; 9M-FYK ;ATR 72-500 (72-212A); Y72 ; 7 Oct 2011 ;; 10.9 Years ;;
; 9M-FYL ;ATR 72-500 (72-212A); Y72 ; 7 Oct 2011 ;; 10.5 Years ;;
