;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; N884AA ;Boeing 787-8 Dreamliner;; On Order ;;;;;;
; N8001N ;Airbus A319-115(WL); C8Y120 ; 22 Jul 2013 ;; 001 ; 8.6 Years ;;;
; N9002U ;Airbus A319-115(WL); C8Y120 ; 26 Jul 2013 ;; 002 ; 8.6 Years ;;;
; N93003 ;Airbus A319-115(WL); C8Y120 ; 29 Jul 2013 ;lsd ; 003 ; 8.6 Years ;;;
; N9004F ;Airbus A319-115(WL); C8Y120 ; 19 Aug 2013 ;; 004 ; 8.5 Years ;;;
; N4005X ;Airbus A319-115(WL); C8Y120 ; 26 Aug 2013 ;; 005 ; 8.5 Years ;;;
; N9006 ;Airbus A319-115(WL); C8Y120 ; 30 Aug 2013 ;; 006 ; 8.5 Years ;;;
; N5007E ;Airbus A319-115(WL); C8Y120 ; 23 Sep 2013 ;; 007 ; 8.5 Years ;;;
; N9008U ;Airbus A319-115(WL); C8Y120 ; 26 Sep 2013 ;lsd ; 008 ; 8.4 Years ;;;
; N8009T ;Airbus A319-115(WL); C8Y120 ; 27 Sep 2013 ;; 009 ; 8.4 Years ;;;
; N9010R ;Airbus A319-115(WL); C8Y120 ; 30 Sep 2013 ;lsd ; 010 ; 8.4 Years ;;;
; N9011P ;Airbus A319-115(WL); C8Y120 ; 28 Oct 2013 ;lsd ; 011 ; 8.4 Years ;;;
; N9012 ;Airbus A319-115(WL); C8Y120 ; 30 Oct 2013 ;; 012 ; 8.4 Years ;;;
; N9013A ;Airbus A319-115(WL); C8Y120 ; 5 Nov 2013 ;lsd ; 013 ; 8.4 Years ;;;
; N3014R ;Airbus A319-115(WL); C8Y120 ; 12 Nov 2013 ;lsf Lerner Enterprises ; 014 ; 8.3 Years ;;;
; N9015D ;Airbus A319-115(WL); C8Y120 ; 17 Dec 2013 ;lsd ; 015 ; 9.3 Years ;;;
; N9016 ;Airbus A319-115(WL); C8Y120 ; 1 Apr 2014 ;lsd ; 016 ; 7.9 Years ;;;
; N9017P ;Airbus A319-115(WL); C8Y120 ; 5 May 2014 ;lsd ; 017 ; 7.9 Years ;;;
; N9018E ;Airbus A319-115(WL); C8Y120 ; 16 Jun 2014 ;lsd ; 018 ; 7.7 Years ;;;
; N9019F ;Airbus A319-115(WL); C8Y120 ; 13 Jun 2014 ;lsd ; 019 ; 7.7 Years ;;;
; N70020 ;Airbus A319-115(WL); C8Y120 ; 9 Sep 2014 ;lsd ; 020 ; 7.5 Years ;;;
; N9021H ;Airbus A319-115(WL); C8Y120 ; 26 Sep 2014 ;lsd ; 021 ; 7.4 Years ;;;
; N9022G ;Airbus A319-115(WL); C8Y120 ; 15 Oct 2014 ;lsd ; 022 ; 7.4 Years ;;;
; N9023N ;Airbus A319-115(WL); C8Y120 ; 20 Nov 2014 ;lsd ; 023 ; 7.3 Years ;;;
; N90024 ;Airbus A319-115(WL); C8Y120 ; 11 Dec 2014 ;lsd ; 024 ; 7.2 Years ;;;
; N9025B ;Airbus A319-115(WL); C8Y120 ; 16 Dec 2014 ;lsd ; 025 ; 7.2 Years ;;;
; N9026C ;Airbus A319-115(WL); C8Y120 ; 22 Jan 2015 ;; 026 ; 7.1 Years ;;;
; N8027D ;Airbus A319-115(WL); C8Y120 ; 26 Jan 2015 ;; 027 ; 7.1 Years ;;;
; N12028 ;Airbus A319-115(WL); C8Y120 ; 11 Feb 2015 ;; 028 ; 7.1 Years ;;;
; N9029F ;Airbus A319-115(WL); C8Y120 ; 2 Mar 2015 ;; 029 ; 7 Years ;;;
