;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;
; HP-3110DAE ;Boeing 737-4Q3(SF); Cargo ; May 2018 ;lsd ; 940 ; 22.5 Years ;;
; HP-3210DAE ;Boeing 737-4Q3(SF); Cargo ; Jan 2019 ;lsd ; 526 ; 24.7 Years ;;
; HP-1810DAE ;Boeing 757-27A(PCF); Cargo ; 4 Aug 2010 ;lsd ; 105 ; 22.1 Years ;;
; HP-1910DAE ;Boeing 757-27A(PCF); Cargo ; 22 Sep 2010 ;lsd, "No.1 Best Workplace" sticker ; 101 ; 23.3 Years ;;
; HP-2010DAE ;Boeing 757-27A(PCF); Cargo ; 5 Nov 2010 ;lsd ; 104 ; 22.2 Years ;;
; HP-2110DAE ;Boeing 757-26D(PCF); Cargo ; 14 Sep 2016 ;lsd ;; 32.8 Years ;;
; HP-3310DAE ;Boeing 767-304ER(BCF)(WL); Cargo ; 31 Oct 2019 ;; 649 ; 25 Years ;;
; HP-3410DAE ;Boeing 767-323ER(BCF)(WL); Cargo ; 23 Feb 2021 ;; 900 ; 19 Years ;;
