;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; N5001K ;Lockheed L-188A(F) Electra; Cargo ; 30 Sep 1969 ; Feb 1971 ;CF-PWG Pacific Western Airlines ;lsd ;;
; N5002K ;Lockheed L-188A Electra;; 17 Oct 1969 ; 18 Sep 1973 ;N5002K Whittaker Leasing Corporation ;lsd ;;
; N5009K ;Lockheed L-188A Electra;; 27 Mar 1972 ; Aug 1972 ;N5009K Voyager 1000 Travel Club ;lsd ;;
