;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; XY-AIM ;ATR 72-212; Y70 ; 1 Oct 2019 ;; 25.9 Years ;;
; XY-AIN ;ATR 72-212; Y70 ; 1 Oct 2019 ;; 25.8 Years ;;
; XY-AJI ;ATR 72-500 (72-212A); Y70 ; 1 Oct 2019 ;; 13.7 Years ;;
; XY-AJN ;ATR 72-500 (72-212A);; Dec 2019 ;; 13.9 Years ;;
