;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;
; N312AA ;Boeing 767-223(BDSF); Cargo ; 21 Jul 2015 ;lsd ; 312 ; 37.8 Years ;;
; N650GT ;Boeing 767-231(BDSF); Cargo ; 21 Sep 2021 ;lsf DHL, opf DHL ;; 39.2 Years ;;
; N651GT ;Boeing 767-231(BDSF); Cargo ; 9 Jul 2021 ;lsf DHL, opf DHL ;; 38.7 Years ;;
; N740AX ;Boeing 767-232(BDSF); Cargo ; 22 Mar 2006 ;lsd ; 740 ; 40 Years ;;
; N742AX ;Boeing 767-232(BDSF); Cargo ; 2 Dec 2020 ;lsd, lst Astral Aviation as 5Y-SNL ; 742 ; 39.2 Years ;;
; N744AX ;Boeing 767-232(BDSF); Cargo ; 28 Mar 2009 ;lsd ; 744 ; 38.8 Years ;;
; N749AX ;Boeing 767-232(BDSF); Cargo ; 18 Feb 2016 ;lsd ; 749 ; 38.2 Years ;;
; N750AX ;Boeing 767-232(BDSF); Cargo ; 3 Jan 2007 ;lsd ; 750 ; 38.1 Years ;;
; N767AX ;Boeing 767-281(BDSF); Cargo ; 15 Aug 2003 ;lsd ; 767 ; 38.9 Years ;;
; N768AX ;Boeing 767-281(BDSF); Cargo ; 7 May 2011 ;lsd, Airborne Express Retro cs ; 768 ; 38.8 Years ;;
; N774AX ;Boeing 767-281(BDSF); Cargo ; 30 Mar 2011 ;lsd ; 774 ; 38.5 Years ;;
; N783AX ;Boeing 767-281(BDSF); Cargo ; 15 Aug 2003 ;lsd, opf DHL ; 783 ; 38.1 Years ;;
; N795AX ;Boeing 767-281(BDSF); Cargo ; Jul 2009 ;lsd ; 795 ; 36.6 Years ;;
; N797AX ;Boeing 767-281(BDSF); Cargo ; 15 Aug 2003 ; Parked, lsd ; 797 ; 36.3 Years ;;
; N219CY ;Boeing 767-383ER(BDSF); Cargo ; 27 Oct 2010 ;lsd ; 219 ; 32.8 Years ;;
; N220CY ;Boeing 767-383ER(BDSF); Cargo ; 30 Apr 2012 ;lsd, opf DHL ; 220 ; 31 Years ;;
; N226CY ;Boeing 767-383ER(BDSF); Cargo ; 16 Oct 2014 ;lsd ; 226 ; 30.1 Years ;;
; N317CM ;Boeing 767-338ER(BDSF); Cargo ; Mar 2012 ;lsd ; 317 ; 33.3 Years ;;
; N362CM ;Boeing 767-338ER(BDSF); Cargo ; Mar 2012 ;lsd ; 362 ; 33.4 Years ;;
; N364CM ;Boeing 767-338ER(BDSF); Cargo ; 1 Sep 2016 ;lsd ; 364 ; 32.5 Years ;;
; N371CM ;Boeing 767-338ER(BDSF); Cargo ; 19 Jun 2015 ;lsd, opf DHL ; 371 ; 27.5 Years ;;
; N372CM ;Boeing 767-338ER(BDSF); Cargo ; 27 Jul 2015 ;lsd, opf DHL ; 372 ; 29.5 Years ;;
