;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; D-AMAA ;Boeing 737-8 MAX; Y189 ; 1 Nov 2021 ;; Larnaca ; 0.4 Years ;;
; D-AMAB ;Boeing 737-8 MAX; Y189 ; 5 Oct 2021 ;; Heraklion ; 2.9 Years ;;
; D-AMAX ;Boeing 737-8 MAX; Y189 ; 22 Jun 2021 ;lsd ; Mallorca ; 3 Years ;;
; D-ABAF ;Boeing 737-86J(WL); Y186 ; 27 Mar 2020 ; Parked, lsd ;; 20.8 Years ;;
; D-ABAG ;Boeing 737-86J(WL); Y186 ; 14 Dec 2017 ;;; 20.7 Years ;;
; D-ABBD ;Boeing 737-86J(WL); Y186 ; 21 Mar 2020 ;;; 20.2 Years ;;
; D-ABKI ;Boeing 737-86J(WL); Y189 ; 9 Apr 2015 ; Parked, lsd ;; 12.1 Years ;;
; D-ABKJ ;Boeing 737-86J(WL); Y180 ; 15 Dec 2017 ; Parked, lsd, opf Eurowings ;; 12.1 Years ;;
; D-ABKM ;Boeing 737-86J(WL); Y186 ; 21 Mar 2020 ;lsd, TUI BLUE cs ;; 11.6 Years ;;
; D-ABKN ;Boeing 737-86J(WL); Y186 ; 27 Mar 2020 ;lsd, Robinson Club Resorts cs ;; 11.6 Years ;;
; D-ABMQ ;Boeing 737-86J(WL); Y180 ; 26 Mar 2020 ;lsd, opf Eurowings ;; 8.7 Years ;;
; D-ABMV ;Boeing 737-86J(WL); Y186 ; 25 Feb 2020 ;CEWE Fotobuch cs ;; 8.3 Years ;;
; D-AHFV ;Boeing 737-8K5(WL); Y189 ; 15 Jan 2007 ; Parked, lsd ;; 21.3 Years ;;
; D-AHLK ;Boeing 737-8K5(WL); Y189 ; 19 Apr 2017 ;lsd ;; 13.2 Years ;;
; D-ASUN ;Boeing 737-8BK(WL); Y189 ; 7 May 2015 ;lsd ;; 16.9 Years ;;
; D-ATUA ;Boeing 737-8K5(WL); Y189 ; 30 Apr 2019 ;lsd, lst Sunwing Airlines as C-FYXA ;; 11.3 Years ;;
; D-ATUF ;Boeing 737-8K5(WL); Y189 ; 15 Jan 2007 ;lsd ;; 15.9 Years ;;
; D-ATUJ ;Boeing 737-8K5(WL); Y189 ; 30 Apr 2019 ; Parked, lsd ;; 9.9 Years ;;
; D-ATUK ;Boeing 737-8K5(WL); Y189 ; 20 Jul 2020 ;lsd ;; 10.8 Years ;;
; D-ATUM ;Boeing 737-8K5(WL); Y189 ; 27 May 2020 ; Parked ;; 8.1 Years ;;
; D-ATUN ;Boeing 737-8K5(WL); Y189 ; 17 Jun 2020 ;lsd ;; 7.1 Years ;;
; D-ATUO ;Boeing 737-8K5(WL); Y189 ; 13 May 2020 ;;; 7 Years ;;
; D-ATUR ;Boeing 737-8K5(WL); Y189 ; 20 Mar 2019 ;lsd ;; 6.9 Years ;;
; D-ATUZ ;Boeing 737-8K5(WL); Y189 ; 11 Sep 2018 ;lsd, RIU Hotels & Resorts cs ;; 14.9 Years ;;
; D-ATYB ;Boeing 737-8K5(WL); Y189 ; 12 Apr 2017 ;lsd ;; 8.9 Years ;;
; D-ATYJ ;Boeing 737-86N(WL); Y189 ; 30 Apr 2019 ;lsd ;; 11 Years ;;
