;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; B-1681 ;Airbus A320-214(WL); C8Y150 ; 14 Apr 2015 ;lsd ; 6.9 Years ;;;
; B-1870 ;Airbus A320-214(WL); C8Y150 ; 3 Nov 2014 ;lsd ; 7.4 Years ;;;
; B-1871 ;Airbus A320-214(WL); C8Y150 ; 22 Dec 2014 ;lsd ; 7.3 Years ;;;
; B-304G ;Airbus A320-214(WL); C8Y150 ; 15 Nov 2018 ;lsd ; 3.3 Years ;;;
; B-304H ;Airbus A320-214(WL); C8Y150 ; 13 Nov 2018 ;lsd ; 3.3 Years ;;;
; B-6572 ;Airbus A320-214; C8Y150 ; 16 Jul 2009 ;Pudong ; 12.7 Years ;;;
; B-6602 ;Airbus A320-214; C8Y150 ; 27 Aug 2009 ; Parked, lsd ; 12.6 Years ;;;
; B-6640 ;Airbus A320-214; C8Y150 ; 8 Feb 2010 ;; 12.1 Years ;;;
; B-6670 ;Airbus A320-214; C8Y150 ; 30 Apr 2010 ;lsd ; 11.9 Years ;;;
; B-6717 ;Airbus A320-214; C8Y150 ; 20 Aug 2010 ;10 Years Anniversary cs ; 11.6 Years ;;;
; B-6735 ;Airbus A320-214; C8Y150 ; 13 Jan 2011 ;; 11.2 Years ;;;
; B-6736 ;Airbus A320-214; C8Y150 ; 15 Feb 2011 ;; 11.1 Years ;;;
; B-6768 ;Airbus A320-214; C8Y150 ; 18 Nov 2011 ;lsd ; 10.5 Years ;;;
; B-6787 ;Airbus A320-214; C8Y150 ; 1 Jun 2011 ;lsd ; 10.8 Years ;;;
; B-6788 ;Airbus A320-214; C8Y150 ; 15 Jul 2011 ;; 10.7 Years ;;;
; B-6860 ;Airbus A320-214; C8Y150 ; 11 Jan 2012 ;; 10.2 Years ;;;
; B-6861 ;Airbus A320-214; C8Y150 ; 12 Jan 2012 ;; 10.2 Years ;;;
; B-6901 ;Airbus A320-214; C8Y150 ; 13 Mar 2012 ; Parked ; 10 Years ;;;
; B-6921 ;Airbus A320-214; C8Y150 ; 3 Jul 2012 ;; 9.7 Years ;;;
; B-6922 ;Airbus A320-214; C8Y150 ; 5 Sep 2012 ;; 9.5 Years ;;;
; B-6948 ;Airbus A320-214; C8Y150 ; 19 Oct 2012 ;lsd ; 9.4 Years ;;;
; B-6949 ;Airbus A320-214; C8Y150 ; 30 Oct 2012 ;lsd ; 9.4 Years ;;;
; B-6962 ;Airbus A320-214; C8Y150 ; 19 Mar 2013 ;lsd ; 9 Years ;;;
