;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; G-STRI ;Boeing 737-33A; Y148 ; 6 Dec 2006 ; 2 Mar 2007 ;G-STRI Astraeus ;lsf Astraeus ;;
; G-STRJ ;Boeing 737-33A; Y148 ; Dec 2006 ; 12 Mar 2007 ;G-STRJ Astraeus ;lsf Astraeus ;;
; SE-DPC ;Boeing 737-33A(QC); Y142/Cargo ; Aug 2004 ; 10 Mar 2006 ;SE-DPC Falcon Air ;Tornfalken, lsf Falcon Air ;;
; SE-RCO ;Boeing 737-33A; Y148 ; 15 Oct 2005 ; Mar 2007 ;CC-CAL Aerolínea Principal ;lsd ;;
; SE-RCP ;Boeing 737-33A;; 8 Oct 2005 ; 6 Jul 2007 ;PK-CJC Sriwijaya Air ;lsd ;;
; SE-RCR ;Boeing 737-33A; Y148 ; 24 Mar 2004 ; 2 Jul 2007 ;EC-KHI Hola Airlines ;lsd ;;
; SE-RCS ;Boeing 737-3Q8;; 26 Jan 2004 ; 31 May 2007 ;I-AIGM Air Italy ;lsd ;;
; LY-AZW ;Boeing 737-5Q8;; 30 Mar 2006 ; 15 Apr 2007 ;LY-AZW FlyLAL ;lsf FlyLAL ;;
; OE-LMH ;McDonnell Douglas MD-83 (DC-9-83); Y161 ; 26 Mar 2006 ; 8 Apr 2006 ;OE-LMH Korek Airlines ;lsf MAP Jet ;;
; SE-RBA ;McDonnell Douglas MD-87 (DC-9-87);; 19 Jan 2005 ; May 2005 ;SE-RBA Nordic Leisure ;lsf Nordic Leisure ;;
