;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; VH-YMA ;Airbus A300B4-605R; Y361 ; 2 Apr 1991 ; Jan 1992 ;N165PL Polaris Aircraft Leasing (POLA) ;lsd ;;
; VH-YMB ;Airbus A300B4-605R;; 19 Aug 1991 ; Jan 1992 ;N166PL Polaris Aircraft Leasing (POLA) ;lsd ;;
; VH-YMJ ;Airbus A300B4-605R; Y361 ; 28 Nov 1990 ; 30 Jan 1992 ;G-MONR Monarch Airlines ;lsf Monarch Airlines ;;
; VH-YMK ;Airbus A300B4-605R; Y361 ; 17 Nov 1990 ; 12 Feb 1992 ;G-MONS Monarch Airlines ;lsf Monarch Airlines ;;
; P2-ANA ;Airbus A310-324;; 1 Apr 1991 ; 5 Apr 1991 ;P2-ANA Air Niugini ;lsf Air Niugini ;;
; VH-YMI ;Airbus A310-304;; 21 Jun 1991 ; 28 Jan 1992 ;C-FWDX Canadian Airlines International ;lsf Canadian Airlines International ;;
; VH-LNJ ;McDonnell Douglas MD-82 (DC-9-82); CY150 ; 17 Aug 1992 ; 22 Mar 1993 ;LN-RLF SAS Scandinavian Airlines ;lsf SAS Scandinavian Airlines ;;
; VH-LNK ;McDonnell Douglas MD-82 (DC-9-82);; 27 Aug 1992 ; 22 Mar 1993 ;LN-RLG SAS Scandinavian Airlines ;lsf SAS Scandinavian Airlines ;;
; VH-LNL ;McDonnell Douglas MD-82 (DC-9-82);; 18 Aug 1992 ; 22 Mar 1993 ;LN-RLR SAS Scandinavian Airlines ;lsf SAS Scandinavian Airlines ;;
; VH-LNH ;McDonnell Douglas MD-83 (DC-9-83);; 3 Aug 1992 ; 28 May 1993 ;SE-DPU Transwede Airways ;lsd ;;
; VH-LNI ;McDonnell Douglas MD-83 (DC-9-83);; 20 Jul 1992 ; 30 Dec 1993 ;N532MD McDonnell Douglas ;lsd ;;
