;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; A7-BDB ;Boeing 787-8 Dreamliner; C22Y232 ; 21 Apr 2016 ;;; 6 Years ;;;
; A7-BDC ;Boeing 787-8 Dreamliner; C22Y232 ; 17 May 2016 ;;; 5.9 Years ;;;
; A7-BDD ;Boeing 787-8 Dreamliner; C22Y232 ; 18 Jul 2016 ;;; 5.8 Years ;;;
; A7-BHA ;Boeing 787-9 Dreamliner; C30Y281 ; 23 Dec 2019 ;;; 2.5 Years ;;;
; A7-BHB ;Boeing 787-9 Dreamliner; C30Y281 ; 23 Dec 2019 ;;; 2.4 Years ;;;
; A7-BHC ;Boeing 787-9 Dreamliner; C30Y281 ; 23 Dec 2019 ;;; 2.4 Years ;;;
; A7-BHD ;Boeing 787-9 Dreamliner; C30Y281 ; 23 Dec 2019 ;;; 2.4 Years ;;;
; A7-BHE ;Boeing 787-9 Dreamliner; C30Y281 ; 23 Dec 2019 ;;; 2.3 Years ;;;
; A7-BHF ;Boeing 787-9 Dreamliner; C30Y281 ; 23 Dec 2019 ;;; 2.3 Years ;;;
; A7-BHG ;Boeing 787-9 Dreamliner; C30Y281 ; 23 Dec 2019 ;;; 2.2 Years ;;;
; A7-BHH ;Boeing 787-9 Dreamliner;; On Order ;;; 2 Years ;;;
; A7-BHI ;Boeing 787-9 Dreamliner;; On Order ;;; 1.5 Years ;;;
; A7-BHJ ;Boeing 787-9 Dreamliner;; On Order ;;; 1.4 Years ;;;
; A7-BHK ;Boeing 787-9 Dreamliner;; On Order ;;; 1.3 Years ;;;
; A7-BHL ;Boeing 787-9 Dreamliner;; On Order ;;; 1.2 Years ;;;
; A7-BHM ;Boeing 787-9 Dreamliner;; On Order ;;; 1.1 Years ;;;
; A7-BHN ;Boeing 787-9 Dreamliner;; On Order ;;; 0.8 Years ;;;
; A7-BHO ;Boeing 787-9 Dreamliner; C30Y281 ; On Order ;;; 0.5 Years ;;;
; A7-BHP ;Boeing 787-9 Dreamliner; C30Y281 ; On Order ;;; 0.4 Years ;;;
