;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; EC-DTR ;Boeing 737-2K5(A); Y130 ; 1 Nov 1983 ; Mar 1988 ;F-GFLV Air France ;lsd ;;
; EC-DUB ;Boeing 737-2K5(A); Y130 ; 23 Mar 1984 ; 2 Feb 1988 ;F-GFLX Air France ;lsd ;;
; EC-DUL ;Boeing 737-2T4(A);; 30 May 1984 ; 12 Mar 1985 ;EI-BON Midway Express ;lsd ;;
; EC-DVE ;Boeing 737-204(A);; 1 Nov 1984 ; 30 Nov 1985 ;G-BJCU Britannia Airways ;lsf Britannia Airways ;;
; EC-DXK ;Boeing 737-204(A);; 1 Jul 1985 ; 31 Mar 1986 ;G-BJCT Britannia Airways ;lsf Britannia Airways ;;
; EC-DYZ ;Boeing 737-2E3(A);; Apr 1986 ; 11 Mar 1988 ;G-BNZT Air UK Leisure ;lsd ;;
; EC-DZH ;Boeing 737-2H4;; May 1986 ; Nov 1986 ;N332XV Presidential Airways ;lsd ;;
; EC-EEG ;Boeing 737-229(A);; 7 May 1987 ; 28 Apr 1988 ;OO-SDD Sabena ;lsf Sabena ;;
; EC-BJC ;Convair CV-990-30A-5; Y149 ; 31 Dec 1967 ; 15 Nov 1979 ; Scrapped ;;;
; EC-BJD ;Convair CV-990-30A-5; Y149 ; 5 May 1967 ; 1 Apr 1983 ; Scrapped ;;;
; EC-BNM ;Convair CV-990-30A-5; Y149 ; 29 Jan 1968 ; 5 Jan 1970 ; Written Off ;;;
; EC-BQA ;Convair CV-990-30A-5; Y149 ; Mar 1970 ; 1 Dec 1985 ; Scrapped ;;;
; EC-BQQ ;Convair CV-990-30A-5; Y149 ; 18 Apr 1969 ; 1 Jun 1986 ; Partially Preserved ;;;
; EC-BTE ;Convair CV-990-30A-5; Y149 ; 16 Mar 1970 ; 30 Oct 1981 ; Scrapped ;;;
; EC-BXI ;Convair CV-990-30A-5; Y149 ; 10 Mar 1971 ; 29 Jun 1981 ; Scrapped ;;;
; EC-BZO ;Convair CV-990-30A-5; Y149 ; 27 Jan 1972 ; 6 Apr 1987 ; Preserved ;;;
; EC-BZP ;Convair CV-990-30A-5; Y149 ; 12 Apr 1972 ; 1 Sep 1984 ; Partially Preserved ;;;
; EC-BZR ;Convair CV-990-30A-5; Y149 ; 8 May 1972 ; 3 Dec 1972 ; Written Off ;;;
