;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; TN-AIX ;Boeing 737-2T5(A); Y120 ; 20 Jul 2011 ;; 40 Years ;;
; TN-AJL ;McDonnell Douglas MD-82 (DC-9-82); Y153 ; Nov 2012 ;; 37.1 Years ;;
; TN-AJT ;McDonnell Douglas MD-83 (DC-9-83); Y149 ; 11 Aug 2016 ;; 33.8 Years ;;
