;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; OO-MAX ;Boeing 737-8 MAX; Y189 ; 29 Jan 2018 ;; Tenerife Alegría ; 4.1 Years ;;
; OO-TMA ;Boeing 737-8 MAX; Y189 ; 29 Mar 2018 ;; Gran Canaria ; 4 Years ;;
; OO-TMB ;Boeing 737-8 MAX; Y189 ; 11 May 2018 ;; Costa Blanca ; 3.8 Years ;;
; OO-TMY ;Boeing 737-8 MAX; Y189 ; 24 May 2018 ;lsd ; Costa Del Sol ; 3.8 Years ;;
; OO-TMZ ;Boeing 737-8 MAX; Y189 ; 14 Oct 2021 ;lsd ; Marrakech ; 0.6 Years ;;
; OO-JAL ;Boeing 737-7K2(WL); Y148 ; 19 Oct 2016 ;lsd ; Desire ; 17.9 Years ;;
; OO-JAO ;Boeing 737-7K5(WL); Y148 ; 19 Oct 2016 ;lsd ; Playing to win ; 13.8 Years ;;
; OO-JAR ;Boeing 737-7K5(WL); Y148 ; 19 Oct 2016 ;lsd ; Enjoy ; 13 Years ;;
; OO-JAS ;Boeing 737-7K5(WL); Y148 ; 19 Oct 2016 ;lsd ; Emotion ; 13.7 Years ;;
; OO-JAA ;Boeing 737-8BK(WL); Y189 ; 2 May 2018 ;lsd ; Victory ; 14.6 Years ;;
; OO-JAF ;Boeing 737-8K5(WL); Y189 ; 19 Oct 2016 ;Family Life Hotels cs ;; 14.7 Years ;;
; OO-JAQ ;Boeing 737-8K5(WL); Y189 ; 19 Apr 2019 ; Parked, lsd, lst Sunwing Airlines as C-FYMQ ; Vision ; 13.1 Years ;;
; OO-JAU ;Boeing 737-8K5(WL); Y189 ; 28 Mar 2018 ;lst Sunwing Airlines as C-FYAU ; Excellence ; 9.1 Years ;;
; OO-JAV ;Boeing 737-8K5(WL); Y189 ; 6 Apr 2018 ;lsd ; Happiness ; 8.9 Years ;;
; OO-JAX ;Boeing 737-8K5(WL); Y189 ; 19 Oct 2016 ;lsd ; Brightness ; 11.3 Years ;;
; OO-JAY ;Boeing 737-8K5(WL); Y189 ; 19 Oct 2016 ;lsd ; Elegance ; 8.9 Years ;;
; OO-JBG ;Boeing 737-8K5(WL); Y189 ; 31 Mar 2017 ; Parked, lsd ; Gerard Brackx ; 13.7 Years ;;
; OO-JEF ;Boeing 737-8K5(WL); Y189 ; 19 Oct 2016 ;; Affection ; 8 Years ;;
; OO-SRO ;Boeing 737-86N(WL); Y189 ; 24 Apr 2019 ;lsd ; Freedom ; 16 Years ;;
; OO-TNB ;Boeing 737-8K5(WL); Y189 ; 30 Jan 2019 ;lsd ; Wanderlust ; 13 Years ;;
; OO-TNC ;Boeing 737-8K5(WL); Y189 ; 4 Apr 2019 ;lsd ; Cloudwalker ; 12.9 Years ;;
; OO-TUK ;Boeing 737-86J(WL); Y189 ; 3 Apr 2019 ;lsd ; Inspiration ; 10.6 Years ;;
; OO-TUP ;Boeing 737-85P(WL); Y189 ; 7 Jul 2017 ;; Destiny ; 17.3 Years ;;
; OO-TUV ;Boeing 737-86J(WL); Y189 ; 19 Oct 2016 ;lsd ; Imagination ; 10.7 Years ;;
; OO-JNL ;Boeing 767-304ER(WL); W31Y264 ; 19 Oct 2016 ;lsd ; Sunshine ; 22.1 Years ;;
; OO-JDL ;Boeing 787-8 Dreamliner; W47Y253 ; 19 Oct 2016 ;lsd ; Diamond ; 8.3 Years ;;
; OO-LOE ;Boeing 787-8 Dreamliner; W47Y253 ; 23 Mar 2018 ; Parked, lsd ; Pearl ; 7.1 Years ;;
; OO-JEB ;Embraer ERJ-190STD (ERJ-190-100); Y112 ; 19 Oct 2016 ;lsd ; Navigator ; 9 Years ;;
; OO-JEM ;Embraer ERJ-190STD (ERJ-190-100); Y112 ; 19 Oct 2016 ;lsd ; Explorer ; 9 Years ;;
; OO-JVA ;Embraer ERJ-190STD (ERJ-190-100); Y112 ; 19 Oct 2016 ;lsd ; Jewel ; 6.9 Years ;;
; OO-TEA ;Embraer ERJ-190STD (ERJ-190-100); Y112 ; 30 Mar 2017 ;lsd ; Traveller ; 8 Years ;;
