;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; F-HAVD ;British Aerospace Jetstream 41 (4100); Flight Training ; 2 Feb 2009 ;; 28.3 Years ;;
; F-HAVF ;British Aerospace Jetstream 41 (4100); Flight Training ; 4 Sep 2009 ;; 28.3 Years ;;
