;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; CC-CZZ ;Boeing 767-316F(WL); Cargo ; 5 May 2016 ;; 23.5 Years ;;
; N534LA ;Boeing 767-316F(WL); Cargo ; 9 Nov 2017 ;; 20.6 Years ;;
