;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; RP-C8395 ;Airbus A320-214; Y177 ; 15 Mar 2013 ; Parked, opby PAL Express ; 10.2 Years ;;;
; RP-C8397 ;Airbus A320-214; Y177 ; 15 Mar 2013 ;opby PAL Express ; 10.1 Years ;;;
; RP-C8398 ;Airbus A320-214; Y177 ; 15 Mar 2013 ;opby PAL Express ; 9.9 Years ;;;
; RP-C8604 ;Airbus A320-214; C12Y144 ; 26 Feb 2014 ;opby PAL Express ; 14.9 Years ;;;
; RP-C8606 ;Airbus A320-214; C12Y144 ; 28 Feb 2014 ;opby PAL Express ; 14.7 Years ;;;
; RP-C8609 ;Airbus A320-214; C12Y144 ; 1 Aug 2013 ;opby PAL Express ; 14.3 Years ;;;
; RP-C8610 ;Airbus A320-214; C12Y144 ; 2 Apr 2015 ;opby PAL Express ; 14.3 Years ;;;
; RP-C8611 ;Airbus A320-214; C12Y144 ; 2 May 2016 ;opby PAL Express ; 14 Years ;;;
; RP-C8612 ;Airbus A320-214; C12Y144 ; 11 Jul 2008 ;; 13.7 Years ;;;
; RP-C8613 ;Airbus A320-214; C12Y144 ; 15 Aug 2008 ; Parked ; 13.6 Years ;;;
; RP-C8615 ;Airbus A320-214; C12Y144 ; 26 Apr 2015 ;opby PAL Express ; 13.2 Years ;;;
; RP-C8619 ;Airbus A320-214; C12Y144 ; 9 Oct 2012 ; Parked, lsd ; 9.5 Years ;;;
; RP-C8620 ;Airbus A320-214; C12Y144 ; 27 Nov 2012 ; Parked, lsd ; 9.3 Years ;;;
; RP-C9901 ;Airbus A321-231(WL); C12Y187 ; 6 Aug 2013 ;; 8.6 Years ;;;
; RP-C9902 ;Airbus A321-231(WL); C12Y187 ; 16 Aug 2013 ;; 8.6 Years ;;;
; RP-C9903 ;Airbus A321-231(WL); C12Y187 ; 26 Sep 2013 ;; 8.5 Years ;;;
; RP-C9905 ;Airbus A321-231(WL); C12Y187 ; 29 Oct 2013 ;; 8.4 Years ;;;
; RP-C9906 ;Airbus A321-231(WL); C12Y187 ; 29 Oct 2013 ;; 8.4 Years ;;;
; RP-C9907 ;Airbus A321-231(WL); C12Y187 ; 15 Nov 2013 ; Parked, lsd ; 8.4 Years ;;;
; RP-C9909 ;Airbus A321-231(WL); C12Y187 ; 16 Apr 2014 ; Parked ; 7.9 Years ;;;
; RP-C9912 ;Airbus A321-231(WL); C12Y187 ; 1 Oct 2014 ;lsd ; 7.4 Years ;;;
; RP-C9914 ;Airbus A321-231(WL); C12Y187 ; 6 Oct 2014 ; Parked, lsd ; 7.4 Years ;;;
; RP-C9915 ;Airbus A321-231(WL); C12Y187 ; 28 Oct 2014 ; Parked, lsd ; 7.4 Years ;;;
; RP-C9916 ;Airbus A321-231(WL); C12Y187 ; 14 Nov 2014 ;lsd ; 7.3 Years ;;;
; RP-C9917 ;Airbus A321-231(WL); C12Y187 ; 20 Nov 2014 ;lsd ; 7.3 Years ;;;
; RP-C9918 ;Airbus A321-231(WL); C12Y187 ; 3 Mar 2015 ;lsd ; 7.1 Years ;;;
; RP-C9919 ;Airbus A321-231(WL); C12Y187 ; 26 Mar 2015 ; Parked, lsd ; 7 Years ;;;
; RP-C9921 ;Airbus A321-231(WL); C12Y187 ; 27 Jun 2016 ;opby PAL Express ; 7 Years ;;;
; RP-C9923 ;Airbus A321-231(WL); C12Y187 ; 1 Oct 2016 ; Parked, opby PAL Express ; 6.9 Years ;;;
; RP-C9924 ;Airbus A321-231(WL); C12Y187 ; 30 Nov 2016 ;opby PAL Express ; 6.8 Years ;;;
; RP-C9925 ;Airbus A321-231(WL); C12Y187 ; 14 Mar 2016 ; Parked, lsd ; 6 Years ;;;
; RP-C9926 ;Airbus A321-231(WL); C12Y187 ; 21 Jun 2016 ;lsd ; 5.7 Years ;;;
; RP-C9927 ;Airbus A321-231(WL); C12Y187 ; 26 Aug 2016 ;opby PAL Express ; 5.5 Years ;;;
; RP-C9928 ;Airbus A321-231(WL); C12Y187 ; 25 Oct 2016 ;; 5.4 Years ;;;
; RP-C9929 ;Airbus A321-231(WL); C12Y187 ; 17 Nov 2016 ;; 5.3 Years ;;;
; RP-C9930 ;Airbus A321-271N; C12Y156 ; 31 May 2018 ; Parked ; 3.8 Years ;;;
; RP-C9932 ;Airbus A321-271N; C12Y156 ; 29 Jun 2018 ; Parked ; 3.7 Years ;;;
; RP-C9933 ;Airbus A321-271N; C12Y156 ; 7 Aug 2018 ;; 3.6 Years ;;;
; RP-C9934 ;Airbus A321-271N; C12Y156 ; 28 Sep 2018 ; Parked ; 3.4 Years ;;;
; RP-C9935 ;Airbus A321-271N; C12Y156 ; 22 Nov 2018 ;; 3.3 Years ;;;
; RP-C9936 ;Airbus A321-271N; C12Y156 ; 31 Dec 2018 ;; 3.2 Years ;;;
; RP-C9937 ;Airbus A321-271NX; C12Y183 ; 5 Jul 2019 ;lsd ; 2.7 Years ;;;
; RP-C9938 ;Airbus A321-271NX; C12Y183 ; 17 Feb 2020 ;lsd ; 2.1 Years ;;;
; RP-C8760 ;Airbus A330-343; C18W27Y323 ; 17 Apr 2014 ; Parked, lsd ; 7.9 Years ;;;
; RP-C8763 ;Airbus A330-343; C18W27Y323 ; 18 Jul 2014 ;lsd ; 7.7 Years ;;;
; RP-C8764 ;Airbus A330-343; C18W27Y323 ; 29 Aug 2014 ;lsd ; 7.6 Years ;;;
; RP-C8766 ;Airbus A330-343; C18W27Y323 ; 21 Nov 2014 ;lsd ; 7.4 Years ;;;
; RP-C8771 ;Airbus A330-343; C18W27Y323 ; 28 Nov 2014 ;lsd ; 7.4 Years ;;;
; RP-C8780 ;Airbus A330-343; C18W24Y267 ; 11 Oct 2013 ;; 8.5 Years ;;;
; RP-C8781 ;Airbus A330-343; C18W24Y267 ; 21 Oct 2013 ;; 8.4 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; RP-C8782 ;Airbus A330-343; C18W24Y267 ; 26 Sep 2013 ;; 8.5 Years ;;;
; RP-C8783 ;Airbus A330-343; C18W24Y267 ; 4 Nov 2013 ;; 8.4 Years ;;;
; RP-C8784 ;Airbus A330-343; C18W24Y267 ; 27 Nov 2013 ; Parked, lsd ; 8.4 Years ;;;
; RP-C8789 ;Airbus A330-343; C18W24Y267 ; 11 Mar 2014 ; Parked ; 8 Years ;;;
; RP-C3501 ;Airbus A350-941; C30W24Y241 ; 28 Jun 2018 ;lsd ; 3.7 Years ;;;
; RP-C3508 ;Airbus A350-941; C30W24Y241 ; 2 May 2019 ; Parked, The Love Bus, lsd ; 2.9 Years ;;;
; RP-C7772 ;Boeing 777-3F6ER; C42Y328 ; 25 Nov 2013 ;; 8.3 Years ;;;
; RP-C7773 ;Boeing 777-3F6ER; C42Y328 ; 29 Apr 2013 ;; 8.9 Years ;;;
; RP-C7774 ;Boeing 777-3F6ER; C42Y328 ; 6 Nov 2012 ; Parked ; 9.4 Years ;;;
; RP-C7775 ;Boeing 777-3F6ER; C42Y328 ; 20 Jun 2012 ; Parked ; 9.7 Years ;;;
; RP-C7776 ;Boeing 777-36NER; C42Y328 ; 20 Jan 2010 ; Parked, lsd ; 12.2 Years ;;;
; RP-C7777 ;Boeing 777-36NER; C42Y328 ; 18 Nov 2009 ;lsd ; 12.3 Years ;;;
; RP-C7778 ;Boeing 777-3F6ER; C42Y328 ; 27 Oct 2016 ;lsd ; 5.4 Years ;;;
; RP-C7779 ;Boeing 777-3F6ER; C42Y328 ; 12 Dec 2016 ;lsd ; 5.3 Years ;;;
; RP-C7781 ;Boeing 777-3F6ER; C42Y328 ; 11 Dec 2017 ; Parked, lsd ; 4.2 Years ;;;
; RP-C7782 ;Boeing 777-3F6ER; C42Y328 ; 16 Dec 2017 ;lsd ; 4.2 Years ;;;
; RP-C3030 ;Bombardier DHC-8-402Q Dash 8; Y76 ; 15 Mar 2013 ; Parked, opby PAL Express ; 20.2 Years ;;;
; RP-C3036 ;Bombardier DHC-8-402Q Dash 8; Y76 ; 15 Mar 2013 ; Parked, opby PAL Express ; 21.8 Years ;;;
; RP-C5901 ;Bombardier DHC-8-402Q Dash 8; Y86 ; 19 Jul 2017 ;opby PAL Express ; 4.6 Years ;;;
; RP-C5902 ;Bombardier DHC-8-402Q Dash 8; Y86 ; 29 Aug 2017 ;opby PAL Express ; 4.5 Years ;;;
; RP-C5903 ;Bombardier DHC-8-402Q Dash 8; Y86 ; 26 Sep 2017 ;opby PAL Express ; 4.5 Years ;;;
; RP-C5905 ;Bombardier DHC-8-402Q Dash 8; Y86 ; 17 Oct 2017 ;opby PAL Express ; 4.4 Years ;;;
; RP-C5906 ;Bombardier DHC-8-402Q Dash 8; Y86 ; 7 Nov 2017 ;opby PAL Express ; 4.4 Years ;;;
; RP-C5907 ;Bombardier DHC-8-402Q Dash 8; Y86 ; 26 May 2018 ;opby PAL Express ; 3.8 Years ;;;
; RP-C5910 ;Bombardier DHC-8-402Q Dash 8; Y86 ; 21 Sep 2018 ;opby PAL Express ; 3.6 Years ;;;
