;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; UR-CRX ;McDonnell Douglas MD-82 (DC-9-82);; 5 Feb 2020 ;lsf Air Fleet Management ; 32.4 Years ;;
; UR-CSA ;McDonnell Douglas MD-82 (DC-9-82);; 4 Feb 2020 ;lsf Air Fleet Management ; 32 Years ;;
