;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; C-GHQL ;Bombardier DHC-8-402Q Dash 8;; 2 Feb 2006 ;; 16.2 Years ;;
; C-GHQP ;Bombardier DHC-8-402Q Dash 8;; 17 Sep 2002 ;; 23.5 Years ;;
; C-GJNL ;De Havilland Canada DHC-8-311 Dash 8;; 19 Apr 2001 ;; 26.2 Years ;;
