;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; XY-AJY ;ATR 72-600 (72-212A); Y70 ; 8 Aug 2015 ;lsd ; 6.6 Years ;;
; XY-AJZ ;ATR 72-600 (72-212A); Y70 ; 2 Jan 2016 ;lsd ; 6.2 Years ;;
; XY-AME ;ATR 72-600 (72-212A); Y70 ; 15 Jul 2016 ;lsd ; 5.7 Years ;;
; XY-AMI ;ATR 72-600 (72-212A); Y70 ; 1 Nov 2016 ;lsd ; 5.4 Years ;;
; XY-AMJ ;ATR 72-600 (72-212A); Y70 ; 4 Dec 2016 ;lsd ; 5.2 Years ;;
; XY-AMK ;ATR 72-600 (72-212A); Y70 ; 13 Feb 2017 ;lsd ; 5.1 Years ;;
; XY-AML ;ATR 72-600 (72-212A); Y70 ; 6 Nov 2018 ;lsd ; 3.4 Years ;;
; XY-AMM ;ATR 72-600 (72-212A); Y70 ; 21 Dec 2018 ;lsd ; 3.2 Years ;;
; XY-ALB ;Boeing 737-86N(WL); C8Y156 ; 10 Jun 2015 ;lsd ; 6.8 Years ;;
; XY-AGP ;Embraer ERJ-190AR (ERJ-190-100 IGW);; 10 Dec 2014 ;lsd ; 14 Years ;;
