;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; C-FACP ;Boeing 737-2L9(A);; 30 Oct 1985 ; 12 Jan 1986 ;C-FACP Canadian Pacific Air Lines ;;;
; C-FCPB ;Boeing 737-217;; 1980 ; 10 Nov 1982 ;N431PE PEOPLExpress ;701 ;;
; C-FCPC ;Boeing 737-217;; 1981 ; 23 Nov 1982 ;N432PE PEOPLExpress ;702 ;;
; C-FCPE ;Boeing 737-217;; 1982 ; 10 Mar 1983 ;N434PE PEOPLExpress ;704 ;;
; C-FCPU ;Boeing 737-217;; 1982 ; 23 May 1983 ;N435PE PEOPLExpress ;705 ;;
; C-FCPV ;Boeing 737-217;; 1979 ; 12 Jan 1986 ;C-FCPV Canadian Pacific Air Lines ;Empress of Vancouver, 706 ;;
; C-FCPZ ;Boeing 737-217;; 1981 ; 12 Jan 1986 ;C-FCPZ Canadian Pacific Air Lines ;707 ;;
; C-GCPM ;Boeing 737-217;; 22 May 1979 ; 12 Jan 1986 ;C-GCPM Canadian Pacific Air Lines ;708 ;;
; C-GCPN ;Boeing 737-217(A); F8Y91 ; 20 Jun 1979 ; 12 Jan 1986 ;C-GCPN Canadian Pacific Air Lines ;709 ;;
; C-GCPO ;Boeing 737-217(A);; 3 Jul 1979 ; 12 Jan 1986 ;C-GCPO Canadian Pacific Air Lines ;710 ;;
; C-GCPP ;Boeing 737-217(A);; 28 May 1980 ; 12 Jan 1986 ;C-GCPP Canadian Pacific Air Lines ;711 ;;
; C-GCPQ ;Boeing 737-217(A);; 18 Jun 1980 ; 12 Jan 1986 ;C-GCPQ Canadian Pacific Air Lines ;712 ;;
; C-GCPS ;Boeing 737-217(A); F8Y91 ; 20 Apr 1981 ; 12 Jan 1986 ;C-GCPS Canadian Pacific Air Lines ;Empress of Prince George, 714 ;;
; C-GCPT ;Boeing 737-217(A); F8Y91 ; 10 Jun 1981 ; 12 Jan 1986 ;C-GCPT Canadian Pacific Air Lines ;715 ;;
