;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; 4R-MRF ;Airbus A319-132; C12Y108 ; 12 Mar 2015 ; 30 Oct 2016 ;4R-MRF SriLankan Airlines ;lsd ;;
; 4R-ABE ;Airbus A320-231;; 12 Apr 2009 ; 28 Apr 2010 ;N196AG Aviation Capital Group (ACG) ;;;
; 4R-MRB ;Airbus A320-232; Y180 ; 16 Nov 2009 ; 13 Jan 2013 ;SU-TCE AlMasria Universal Airlines ;lsd ;;
; 4R-MRE ;Airbus A320-232; Y180 ; 19 Nov 2012 ; 30 Oct 2016 ;4R-MRE SriLankan Airlines ;lsd ;;
; LZ-BHB ;Airbus A320-212;; Jun 2007 ; 22 Oct 2007 ;LZ-BHB Balkan Holidays Air (BH Air) ;lsf Balkan Holidays Air (BH Air) ;;
; LZ-BHE ;Airbus A320-211;; 17 Oct 2007 ; 3 Feb 2008 ;LZ-BHE Balkan Holidays Air (BH Air) ;lsf Balkan Holidays Air (BH Air) ;;
; TC-TUB ;Airbus A321-131;; 26 Mar 2007 ; 14 Feb 2008 ;TC-TUB BestAir ;lsf BestAir ;;
; 4R-MRC ;Airbus A321-231; C12Y190 ; 14 Dec 2010 ; 23 Sep 2016 ;VP-BHN Nordwind Airlines ;lsd ;;
; 4R-MRD ;Airbus A321-231; C12Y188 ; 24 Aug 2012 ; 30 Oct 2016 ;4R-MRD SriLankan Airlines ;lsd ;;
; F-GZHE ;Boeing 737-8K2(WL); Y186 ; 27 Dec 2008 ; 1 Apr 2009 ;F-GZHE Transavia France ;lsf Transavia France ;;
