;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; LN-RCA ;Airbus A300B4-120; Y291 ; 25 Mar 1983 ; 24 Oct 1987 ;OY-CNA Conair ;Snorre Viking ;;
; SE-DFK ;Airbus A300B4-120; Y291 ; 30 Mar 1983 ; 20 Nov 1987 ;OY-CNK Conair ;Sven Viking ;;
; SE-DFL ;Airbus A300B4-120; Y291 ; 17 Oct 1984 ; 1 Feb 1987 ;OY-CNL Conair ;;;
; LN-RNA ;Boeing 747-283B(M);; Mar 1982 ; 25 Jul 1982 ;LN-RNA SAS Scandinavian Airlines ;lsf SAS Scandinavian Airlines ;;
; N4502R ;Boeing 747-283B;; Mar 1987 ; Sep 1987 ;N4502R SAS Scandinavian Airlines ;lsf SAS Scandinavian Airlines ;;
; SE-DDL ;Boeing 747-283B;; 16 Sep 1982 ; 6 Mar 1983 ;SE-DDL SAS Scandinavian Airlines ;lsf SAS Scandinavian Airlines ;;
; LN-MOH ;Douglas DC-8-55; Y185 ; Oct 1971 ; 2 Jun 1980 ;N722UA United Air Leasing ;Harald Viking, lsf SAS Scandinavian Airlines ;;
; SE-DBD ;Douglas DC-8-55; Y185 ; Jun 1970 ; 31 Oct 1979 ;N721UA United Air Leasing ;Folke Viking, lsf SAS Scandinavian Airlines ;;
; LN-MOF ;Douglas DC-8-63PF; Y254 ; 15 Sep 1987 ; 23 Feb 1989 ;N793AL Aerolease ;Blenda Viking, lsf SAS Scandinavian Airlines ;;
; N20UA ;Douglas DC-8-61;; 27 Mar 1987 ; 6 Jul 1987 ;N20UA United Aviation Services (UAS) ;lsf Icelandair ;;
; OY-KTE ;Douglas DC-8-62CF; Y189 ; 24 Oct 1979 ; 23 Jan 1983 ;OY-KTE Arista International Airlines (AIA) ;Turid Viking, lsf SAS Scandinavian Airlines ;;
; OY-KTF ;Douglas DC-8-63; Y254 ; 2 Dec 1981 ; 22 Feb 1989 ;N792AL Aerolease ;Mette Viking, lsf SAS Scandinavian Airlines ;;
; OY-KTG ;Douglas DC-8-63PF; Y254 ; 24 Jan 1988 ; 22 Dec 1988 ;N790AL Aerolease ;Torodd Viking, lsf SAS Scandinavian Airlines ;;
; OY-SBK ;Douglas DC-8-63; Y254 ; 16 Dec 1986 ; 31 Mar 1989 ;N794AL Aerolease ;Nora Viking, lsd ;;
; OY-SBL ;Douglas DC-8-63; Y254 ; 14 Feb 1987 ; 6 May 1989 ;N796AL Aerolease ;Svea Viking, lsd ;;
; SE-DBG ;Douglas DC-8-62; Y189 ; 19 Oct 1977 ; May 1982 ;SE-DBG SAS Scandinavian Airlines ;Jorund Viking, lsf SAS Scandinavian Airlines ;;
; SE-DBH ;Douglas DC-8-63; Y254 ; 23 Sep 1987 ; 30 Dec 1988 ;N353AS Aerolease ;Dana Viking, lsd ;;
; SE-DBI ;Douglas DC-8-62CF; Y189 ; 1 Apr 1979 ; 2 Mar 1982 ;SE-DBI Arista International Airlines (AIA) ;Ylva Viking, lsf SAS Scandinavian Airlines ;;
; SE-DBK ;Douglas DC-8-63; Y254 ; 1 Apr 1981 ; 24 Apr 1989 ;N795AL Aerolease ;Sigyn Viking, lsd ;;
; SE-DBL ;Douglas DC-8-63; Y254 ; 20 Mar 1982 ; 26 May 1989 ;N797AL Aerolease ;Bodil Viking, lsd ;;
; SE-DDU ;Douglas DC-8-62; Y189 ; 1 Jun 1986 ; 10 Dec 1986 ;N762UA United Air Leasing ;Knud Viking, lsf SAS Scandinavian Airlines ;;
; TF-FLE ;Douglas DC-8-63; Y249 ; 19 Sep 1987 ; 9 May 1988 ;TF-FLE Icelandair ;lsf Icelandair ;;
; SE-DHS ;McDonnell Douglas DC-10-10;; 12 Dec 1988 ; 1 Jan 1994 ;SE-DHS Premiair ;;;
; SE-DHT ;McDonnell Douglas DC-10-10;; 22 Dec 1988 ; 1 Jan 1994 ;SE-DHT Premiair ;Dumbo ;;
