;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; 9K-CAI ;Airbus A320-214; Y165 ; 5 Jun 2009 ;lsd ; 12.8 Years ;;
; 9K-CAJ ;Airbus A320-214; Y165 ; 18 Jun 2009 ;lsd ; 12.7 Years ;;
; 9K-CAK ;Airbus A320-214; Y165 ; 11 Jan 2010 ;lsd ; 12.2 Years ;;
; 9K-CAL ;Airbus A320-214; Y165 ; 28 Feb 2012 ;lsd ; 10.1 Years ;;
; 9K-CAM ;Airbus A320-214; Y165 ; 31 May 2013 ;lsd ; 8.8 Years ;;
; 9K-CAN ;Airbus A320-214; Y165 ; 31 Oct 2013 ;lsd ; 8.4 Years ;;
; 9K-CAO ;Airbus A320-214; Y165 ; 27 May 2014 ;lsd ; 7.8 Years ;;
; 9K-CAP ;Airbus A320-214; Y165 ; 15 May 2018 ;lsd ; 12.4 Years ;;
; 9K-CBA ;Airbus A320-251N; C12Y144 ; Nov 2020 ;lsd ; 3.8 Years ;;
; 9K-CBB ;Airbus A320-251N; C12Y144 ; 18 Oct 2019 ;lsd ; 2.4 Years ;;
; 9K-CBC ;Airbus A320-251N; C12Y144 ; 29 Nov 2019 ;lsd ; 2.3 Years ;;
; 9K-CBD ;Airbus A320-251N; C12Y144 ; 20 Dec 2019 ;lsd ; 2.2 Years ;;
; 9K-CBE ;Airbus A320-251N;; 13 Feb 2020 ;lsd ; 2.1 Years ;;
; 9K-CBF ;Airbus A320-251N; C12Y144 ; 31 Dec 2020 ;; 1.2 Years ;;
; 9K-CBG ;Airbus A320-251N; C12Y144 ; 23 Sep 2021 ;lsd ; 0.9 Years ;;
; 9K-CBH ;Airbus A320-251N; C12Y144 ; 14 Aug 2021 ;; 1.1 Years ;;
; 9K-CBI ;Airbus A320-251N; C12Y144 ; 10 Dec 2021 ;; 1.1 Years ;;
