;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; D-ACLG ;Boeing 737-46J(SF); Cargo ; 27 Mar 2019 ;lsd ; 24.9 Years ;;
; D-ACLO ;Boeing 737-4H6(SF); Cargo ; 15 May 2019 ;lsd ; 25 Years ;;
; D-ACLW ;Boeing 737-48E(SF); Cargo ; Jan 2020 ;lsd ; 24.5 Years ;;
; D-ACLX ;Boeing 737-45D(SF); Cargo ; May 2021 ;lsd ; 24.9 Years ;;
