;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; N735E ;Boeing 737-524;; 15 Oct 2020 ; Parked ; 26.1 Years ;;
; N735T ;Boeing 737-505;; 7 Dec 2020 ; Parked ; 31.9 Years ;;
; N735X ;Boeing 737-5Y0;; 7 Dec 2020 ; Parked ADM ; 29.9 Years ;;
; N735Z ;Boeing 737-5Y0;; 10 Dec 2020 ;; 29.8 Years ;;
; N432FE ;De Havilland Canada DHC-8-102A Dash 8; Y36 ; 4 May 2016 ; Parked VBW ; 31.4 Years ;;
; N805WP ;De Havilland Canada DHC-8-103A Dash 8;; 5 Nov 2013 ; Parked ; 29.1 Years ;;
; N806WP ;De Havilland Canada DHC-8-103 Dash 8;; 6 Mar 2014 ; Parked ; 29 Years ;;
; N8100A ;De Havilland Canada DHC-8-102A Dash 8;; 19 Aug 2015 ; Parked ; 31.5 Years ;;
; N8100L ;De Havilland Canada DHC-8-103 Dash 8;; 18 Nov 2014 ;; 33 Years ;;
; N880DH ;De Havilland Canada DHC-8-102 Dash 8;; 18 Nov 2013 ; Parked ; 31.9 Years ;;
; N8200H ;De Havilland Canada DHC-8-202Q Dash 8;; 27 Apr 2011 ;opf US Army ; 23.6 Years ;;
; N8200J ;De Havilland Canada DHC-8-202Q Dash 8;; 7 Nov 2019 ;; 24.3 Years ;;
; N301K ;De Havilland Canada DHC-8-301 Dash 8;; 3 Jan 2018 ; Parked ; 32.2 Years ;;
; N327EN ;De Havilland Canada DHC-8-311 Dash 8;; 31 May 2019 ; Parked ; 31 Years ;;
; N328EN ;De Havilland Canada DHC-8-311 Dash 8;; 2 Nov 2020 ; Parked ; 30.7 Years ;;
; N8300C ;De Havilland Canada DHC-8-311 Dash 8;; 8 Mar 2013 ;; 30.3 Years ;;
