;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; OY-CRJ ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; Jan 2020 ; Parked, opby Copenhagen Airtaxi ; Diana ; 22 Years ;;
; OY-MIL ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 8 Oct 2020 ; Parked, opby Copenhagen Airtaxi ; Mille ; 22 Years ;;
; OY-MIT ;Bombardier CRJ-900LR (CL-600-2D24); Y86 ; 16 Aug 2021 ;opby Copenhagen Airtaxi ;; 15.7 Years ;;
