;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; EC-MTB ;Airbus A319-111; Y156 ; 6 Dec 2017 ;lsd, "Mamá, Llego en un rato" titles ; Rock&Vol ; 20 Years ;;
; EC-MTC ;Airbus A319-111; Y156 ; 23 Nov 2017 ;lsd, "Maman, J'arrive! / Mamma, Arrivo Subito!" titles ; Cielito Lindo ; 17.7 Years ;;
; EC-MTD ;Airbus A319-111; Y156 ; 30 Nov 2017 ;lsd, "Asturias - Paraíso Natural" sticker, "Maman, J'arrive! / Mamá, Llego en un rato" titles ; Kalimera ; 17.4 Years ;;
; EC-MTE ;Airbus A319-111; Y156 ; 27 Nov 2017 ;lsd, "Maman, J'arrive! / Mamma, Arrivo Subito!" titles ;; 17.4 Years ;;
; EC-MTF ;Airbus A319-111; Y156 ; 14 Nov 2017 ;lsd, "Maman, J'arrive! / I'll be home for dinner" titles ; Oh Vole Mio ; 17.1 Years ;;
; EC-MTL ;Airbus A319-111; Y156 ; 3 Jan 2018 ;lsd, "Maman, J'arrive! / Mamma, Arrivo Subito!" titles ; Jetflix ; 18.4 Years ;;
; EC-MTM ;Airbus A319-111; Y156 ; 3 Jan 2018 ;lsd, "Mamá, Llego en un rato / Maman, J'arrive!" titles ; C'est Parti ; 18.4 Years ;;
; EC-MTN ;Airbus A319-112; Y156 ; 19 Dec 2017 ;lsd, "Maman, J'arrive! / Mamá, Llego en un rato" titles ; Han Volo ; 18.1 Years ;;
; EC-MUC ;Airbus A319-111; Y156 ; 30 Jan 2018 ; Parked, lsd, "Maman, J'arrive!" titles ; Veni, Vidi, Volo ; 18 Years ;;
; EC-MUT ;Airbus A319-111; Y156 ; 14 Feb 2018 ;lsd, "Mamma, Arrivo Subito! / Mamá, Llego en un rato" titles ; Airbus One ; 17.8 Years ;;
; EC-MUU ;Airbus A319-111; Y156 ; 9 Mar 2018 ; Parked, lsd, "Allez Les Canaris!" titles ; Voh-lalà ; 17.8 Years ;;
