;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; EP-IBA ;Airbus A300B4-605R; C22Y239 ; 27 Dec 1994 ;; 28.2 Years ;;
; EP-IBB ;Airbus A300B4-605R; C22Y239 ; 27 Dec 1994 ;; 28.1 Years ;;
; EP-IBC ;Airbus A300B4-605R; C22Y239 ; 1 Mar 2005 ;; 30 Years ;;
; EP-IBD ;Airbus A300B4-605R; C22Y239 ; 1 Mar 2005 ;; 28.9 Years ;;
; EP-IBG ;Airbus A300B4-203FF;; Oct 2009 ;; 37.6 Years ;;
; EP-IBI ;Airbus A300B4-2C;; 21 May 2009 ; Parked ; 40.7 Years ;;
; EP-IBJ ;Airbus A300B4-2C(SCD);; Jun 2007 ; Parked ; 38.8 Years ;;
; EP-IBK ;Airbus A310-304;; 22 Jan 2004 ;; 29 Years ;;
; EP-IBL ;Airbus A310-304;; 23 Nov 2000 ; Parked ; 34.8 Years ;;
; EP-IEP ;Airbus A319-111;; Dec 2019 ;; 20.1 Years ;;
; EP-IEQ ;Airbus A319-111;; Dec 2019 ;; 20.1 Years ;;
; EP-IER ;Airbus A319-111;; Dec 2019 ; Parked ; 19.8 Years ;;
; EP-IEB ;Airbus A320-232;; 15 Feb 2009 ; Parked THR ; 26.1 Years ;;
; EP-IED ;Airbus A320-212;; 3 Jan 2009 ; Parked ; 29.7 Years ;;
; EP-IEE ;Airbus A320-211;; 21 Dec 2009 ;; 30 Years ;;
; EP-IEF ;Airbus A320-211;; Aug 2009 ;; 30 Years ;;
; EP-IEG ;Airbus A320-211;; 25 Aug 2009 ; Parked THR ; 18.7 Years ;;
; EP-IFA ;Airbus A321-211(WL); C12Y182 ; 6 Jan 2017 ;; 5.3 Years ;;
; EP-IJA ;Airbus A330-243; C32Y206 ; 11 Mar 2017 ;; 7.7 Years ;;
; EP-IJB ;Airbus A330-243; C32Y206 ; 25 Mar 2017 ;; 7.3 Years ;;
; EP-ITA ;ATR 72-600 (72-212A); Y68 ; 16 May 2017 ;; 5.1 Years ;;
; EP-ITB ;ATR 72-600 (72-212A); Y68 ; 16 May 2017 ; Parked THR ; 5.1 Years ;;
; EP-ITC ;ATR 72-600 (72-212A); Y68 ; 16 May 2017 ;; 5.1 Years ;;
; EP-ITD ;ATR 72-600 (72-212A); Y68 ; 16 May 2017 ; Parked THR ; 5.2 Years ;;
; EP-ITE ;ATR 72-600 (72-212A); Y68 ; 27 Sep 2017 ;; 4.5 Years ;;
; EP-ITF ;ATR 72-600 (72-212A); Y68 ; 27 Sep 2017 ;; 4.5 Years ;;
; EP-ITG ;ATR 72-600 (72-212A); Y68 ; 29 Dec 2017 ;; 4.2 Years ;;
; EP-ITH ;ATR 72-600 (72-212A); Y68 ; 29 Dec 2017 ;; 4.2 Years ;;
; EP-ITI ;ATR 72-600 (72-212A); Y68 ; 4 Aug 2018 ;; 3.9 Years ;;
; EP-ITJ ;ATR 72-600 (72-212A); Y68 ; 4 Aug 2018 ;; 3.9 Years ;;
; EP-ITK ;ATR 72-600 (72-212A); Y68 ; 4 Aug 2018 ;; 3.7 Years ;;
; EP-ITL ;ATR 72-600 (72-212A); Y68 ; 4 Aug 2018 ; Parked THR ; 3.8 Years ;;
; EP-ITM ;ATR 72-600 (72-212A); Y68 ; 4 Aug 2018 ;; 3.7 Years ;;
; EP-ICD ;Boeing 747-21AC; Cargo ; Jun 2008 ;; 33.4 Years ;;
; EP-CFM ;Fokker F100; Y104 ; 17 Feb 2007 ;; 29.8 Years ;;
; EP-CFR ;Fokker F100; Y104 ; 20 Feb 2008 ;; 29.9 Years ;;
; EP-IDF ;Fokker F100; Y104 ; 4 Feb 1991 ;; 31.3 Years ;;
